id,Quartiere,room_type,Prezzo,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,number_of_reviews_ltm,license,Zona di prossimità,Area statistica,Coordinate
32582965,Porto - Saragozza,Entire home/apt,80.0,4,44,2024-01-03,0.71,199,17,77511/2019,MARCONI,MARCONI-2,"44.49749, 11.33435"
32605830,Navile,Entire home/apt,54.0,1,48,2023-12-10,0.87,72,13,,BOLOGNINA,ARCOVEGGIO,"44.51268, 11.34667"
32607058,Santo Stefano,Entire home/apt,129.0,2,21,2023-09-29,0.34,95,3,,IRNERIO,IRNERIO-1,"44.49545, 11.34577"
32622212,Porto - Saragozza,Entire home/apt,220.0,1,7,2022-06-10,0.12,221,0,037006-CV-00172,MALPIGHI,MARCONI-1,"44.49566, 11.33852"
32639362,Savena,Private room,81.0,1,26,2024-02-06,0.43,174,3,,LUNGO SAVENA,CORELLI,"44.46429, 11.37926"
32639727,San Donato - San Vitale,Entire home/apt,144.0,2,20,2022-06-05,0.33,101,0,,CIRENAICA - MASSARENTI - SCANDELLARA,GUELFA,"44.49179, 11.37821"
32676392,Porto - Saragozza,Private room,479.0,1,61,2024-03-17,2.57,159,38,037006-BB-00975,MARCONI,MARCONI-2,"44.5013, 11.33636"
32689394,Santo Stefano,Entire home/apt,161.0,2,174,2024-01-15,2.89,163,39,,IRNERIO,IRNERIO-1,"44.49513, 11.34882"
32710581,Borgo Panigale - Reno,Entire home/apt,,2,22,2023-05-22,0.36,183,1,,BARCA,CANALE DI RENO,"44.49003, 11.29791"
32731202,Porto - Saragozza,Entire home/apt,500.0,1,85,2024-03-12,1.39,194,21,CIR 037006-AT-01170,MALPIGHI,MARCONI-1,"44.49813079833984, 11.33877182006836"
32733671,Borgo Panigale - Reno,Entire home/apt,,4,0,,,363,0,,BARCA,BATTINDARNO,"44.50088, 11.29843"
32739753,Porto - Saragozza,Entire home/apt,124.0,1,338,2024-03-24,5.53,102,154,037006-AT-02780,MARCONI,MARCONI-2,"44.49914, 11.33871"
32752565,Porto - Saragozza,Entire home/apt,76.0,1,117,2024-02-25,1.93,26,54,,MALPIGHI,MALPIGHI-2,"44.49426, 11.33185"
32836765,Santo Stefano,Entire home/apt,127.0,1,20,2023-04-02,0.33,0,1,,GALVANI,GALVANI-2,"44.48801, 11.34721"
32886164,Santo Stefano,Entire home/apt,116.0,1,4,2019-05-31,0.07,88,0,,GALVANI,GALVANI-2,"44.48696, 11.34813"
32889648,Santo Stefano,Entire home/apt,104.0,3,31,2024-03-13,0.51,106,7,,IRNERIO,IRNERIO-2,"44.49662, 11.35329"
32908823,Porto - Saragozza,Entire home/apt,67.0,1,35,2024-02-20,0.58,316,4,037006-CV-00198,SAFFI,VELODROMO,"44.50323, 11.31508"
32908974,Porto - Saragozza,Entire home/apt,62.0,1,19,2024-03-04,0.31,298,5,037006-CV-00198,SAFFI,VELODROMO,"44.50323, 11.31508"
32909239,Porto - Saragozza,Entire home/apt,63.0,1,12,2024-01-29,0.2,297,4,037006-CV-00198,SAFFI,VELODROMO,"44.50323, 11.31508"
32970892,San Donato - San Vitale,Entire home/apt,149.0,1,74,2024-02-27,1.23,130,12,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49496, 11.37205"
32983632,San Donato - San Vitale,Entire home/apt,136.0,1,18,2024-02-07,0.3,144,5,,SAN DONATO VECCHIO,VIA MONDO,"44.49627, 11.37316"
33004255,Porto - Saragozza,Shared room,23.0,1,170,2024-03-09,2.77,70,45,,SAFFI,VIA VITTORIO VENETO,"44.49908, 11.31929"
33011585,Santo Stefano,Entire home/apt,71.0,1,297,2024-03-05,4.86,20,85,,IRNERIO,IRNERIO-1,"44.49457, 11.34765"
33013144,Porto - Saragozza,Shared room,26.0,1,81,2024-02-25,1.37,75,22,,SAFFI,VIA VITTORIO VENETO,"44.49965, 11.3207"
33117792,Porto - Saragozza,Entire home/apt,70.0,1,20,2021-11-01,0.34,91,0,,MALPIGHI,MALPIGHI-2,"44.49438, 11.33167"
33182010,San Donato - San Vitale,Entire home/apt,156.0,1,1,2019-04-01,0.02,92,0,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49613, 11.37214"
33235641,Santo Stefano,Entire home/apt,106.0,1,16,2024-03-04,0.26,140,2,037006-AT-02800,MURRI,MEZZOFANTI,"44.487556, 11.364387"
33361802,San Donato - San Vitale,Entire home/apt,96.0,2,209,2024-03-11,3.44,161,74,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.50071, 11.35751"
33522394,Porto - Saragozza,Entire home/apt,149.0,2,13,2024-03-22,0.22,275,1,,MALPIGHI,MALPIGHI-2,"44.4912, 11.3374"
33565847,Santo Stefano,Entire home/apt,150.0,2,22,2024-01-01,0.38,204,5,,GALVANI,GALVANI-1,"44.49252, 11.34919"
33725732,Santo Stefano,Entire home/apt,82.0,3,115,2024-03-18,1.92,185,32,CODICE STRUTTURA U05708 - CODICE REGIONE CIR 037006-AT-01313,IRNERIO,IRNERIO-2,"44.49278, 11.35449"
33796316,Navile,Entire home/apt,129.0,3,13,2023-10-29,0.22,115,4,,BOLOGNINA,VIA FERRARESE,"44.51418, 11.35153"
33850591,Santo Stefano,Entire home/apt,110.0,2,38,2024-03-17,0.64,39,16,,GALVANI,GALVANI-2,"44.4887, 11.35302"
33878329,Porto - Saragozza,Entire home/apt,104.0,2,203,2024-03-23,3.39,103,64,,MALPIGHI,MALPIGHI-2,"44.49482, 11.33216"
33928328,Santo Stefano,Entire home/apt,136.0,2,163,2024-03-15,2.73,53,47,,GALVANI,GALVANI-1,"44.493931, 11.344481"
33967971,Santo Stefano,Entire home/apt,96.0,2,5,2022-10-29,0.09,37,0,CIR 037006-AT-00763,IRNERIO,IRNERIO-2,"44.50219, 11.35174"
33976270,Borgo Panigale - Reno,Private room,57.0,1,17,2024-03-02,0.34,10,5,,BIRRA - BARGELLINO - LAVINO,LA BIRRA,"44.52098, 11.29557"
34103209,Santo Stefano,Entire home/apt,74.0,2,14,2022-06-16,0.26,136,0,037006-CV-00198,MURRI,MEZZOFANTI,"44.48634, 11.36695"
34103490,San Donato - San Vitale,Entire home/apt,91.0,3,41,2023-12-30,0.71,169,9,037006-AT-01318,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.50582, 11.35976"
34112930,Santo Stefano,Entire home/apt,110.0,4,61,2024-03-24,1.03,131,12,,IRNERIO,IRNERIO-2,"44.4936, 11.35463"
34265997,Savena,Entire home/apt,62.0,2,143,2024-03-23,2.49,55,38,037006-CV-00239,PONTEVECCHIO - MAZZINI,PONTEVECCHIO,"44.48179, 11.37822"
34591800,Porto - Saragozza,Entire home/apt,100.0,1,143,2024-03-03,5.56,0,68,PG68498,MALPIGHI,MALPIGHI-2,"44.49143, 11.33476"
34702299,Porto - Saragozza,Entire home/apt,192.0,2,63,2024-02-16,1.07,19,17,,MARCONI,MARCONI-2,"44.49617, 11.33698"
34798539,Navile,Entire home/apt,2000.0,1,1,2019-06-14,0.02,0,0,,BOLOGNINA,EX MERCATO ORTOFRUTTICOLO,"44.5087, 11.33263"
34861283,Porto - Saragozza,Entire home/apt,175.0,3,12,2023-05-17,0.4,172,3,626179855,MALPIGHI,MALPIGHI-2,"44.49589, 11.33385"
35081786,Santo Stefano,Entire home/apt,125.0,3,68,2024-03-17,1.17,101,9,,GALVANI,GALVANI-2,"44.48845, 11.34777"
35295689,Navile,Entire home/apt,142.0,2,31,2024-01-28,0.54,4,3,,BOLOGNINA,VIA FERRARESE,"44.51448, 11.3518"
35299794,Santo Stefano,Private room,183.0,1,6,2022-12-23,0.17,276,0,,IRNERIO,IRNERIO-2,"44.50265, 11.35024"
35359841,Porto - Saragozza,Entire home/apt,,2,0,,,177,0,,SARAGOZZA - SAN LUCA,XXI APRILE,"44.49595, 11.31969"
35373406,San Donato - San Vitale,Entire home/apt,120.0,3,17,2023-12-10,0.52,228,5,,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.50619, 11.35973"
35695054,Porto - Saragozza,Entire home/apt,195.0,1,5,2022-10-07,0.09,154,0,037006-CV-00172,MALPIGHI,MARCONI-1,"44.49559, 11.33887"
35768542,Porto - Saragozza,Private room,75.0,1,558,2024-03-16,9.66,241,144,5678904325,SAFFI,ZANARDI,"44.50341, 11.33294"
35939124,Navile,Private room,69.0,2,132,2024-03-12,2.3,26,24,BO/RI/PRA/2020/63838,BOLOGNINA,PIAZZA DELL'UNITA',"44.512, 11.34656"
36016913,Santo Stefano,Entire home/apt,51.0,1,344,2024-03-23,5.95,173,114,Foglio 93 col numero 205 sub 13,GALVANI,GALVANI-1,"44.49179, 11.34193"
36031106,Porto - Saragozza,Entire home/apt,71.0,1,194,2024-02-20,3.58,14,47,440638/2019,SAFFI,VIA VITTORIO VENETO,"44.49775, 11.32242"
36063380,Santo Stefano,Entire home/apt,244.0,2,34,2024-02-11,0.59,64,6,,GALVANI,GALVANI-2,"44.48673, 11.35002"
36156848,Porto - Saragozza,Entire home/apt,165.0,2,28,2023-06-30,0.49,20,5,,MARCONI,MARCONI-2,"44.49614, 11.33702"
36288490,Porto - Saragozza,Entire home/apt,1000.0,1,3,2023-09-09,0.09,0,2,037006-CV-00235,MARCONI,MARCONI-2,"44.50428, 11.33871"
36301790,Borgo Panigale - Reno,Private room,53.0,1,107,2024-03-05,1.91,32,45,,BARCA,BATTINDARNO,"44.49632, 11.29294"
36469278,Porto - Saragozza,Entire home/apt,51.0,2,240,2024-03-13,4.26,134,72,306346,MALPIGHI,MALPIGHI-2,"44.49287033081055, 11.332286834716797"
36635976,Santo Stefano,Entire home/apt,69.0,4,12,2023-08-20,0.21,21,5,,IRNERIO,IRNERIO-1,"44.4946, 11.34766"
36686990,Porto - Saragozza,Entire home/apt,106.0,2,42,2024-03-17,0.75,108,13,,MALPIGHI,MALPIGHI-2,"44.49594, 11.33161"
36746688,Borgo Panigale - Reno,Entire home/apt,80.0,7,4,2022-03-05,0.07,362,0,,BIRRA - BARGELLINO - LAVINO,LAVINO DI MEZZO,"44.52959, 11.23903"
36751762,Santo Stefano,Entire home/apt,,1,1,2019-07-26,0.02,365,0,,OSSERVANZA - PADERNO,OSSERVANZA,"44.48276, 11.33852"
36752810,Santo Stefano,Entire home/apt,,1,1,2019-08-31,0.02,365,0,,OSSERVANZA - PADERNO,OSSERVANZA,"44.48284, 11.33857"
36826963,Santo Stefano,Entire home/apt,464.0,1,183,2024-03-08,3.23,97,19,328276/2019,IRNERIO,IRNERIO-1,"44.49673, 11.34516"
36872750,Santo Stefano,Entire home/apt,97.0,1,108,2023-11-21,1.94,117,35,037006-AT-01450,MURRI,MEZZOFANTI,"44.4889, 11.36075"
37446705,Porto - Saragozza,Entire home/apt,106.0,3,35,2024-02-20,0.64,92,12,,MARCONI,MARCONI-2,"44.50486, 11.34032"
37493934,Porto - Saragozza,Entire home/apt,146.0,2,4,2024-02-05,0.07,84,2,037006-AF-00507,SAFFI,SCALO RAVONE,"44.50224, 11.32352"
37494760,Santo Stefano,Entire home/apt,158.0,1,10,2023-11-11,0.22,158,2,037006-CV-00159,IRNERIO,IRNERIO-1,"44.4983, 11.34623"
37496369,Santo Stefano,Entire home/apt,154.0,1,6,2024-01-05,0.11,140,1,037006-CV-00159,IRNERIO,IRNERIO-2,"44.49982, 11.3457"
37496557,Santo Stefano,Entire home/apt,161.0,1,2,2023-06-11,0.07,129,1,037006-CV-00159,IRNERIO,IRNERIO-1,"44.49755, 11.34562"
37765123,Navile,Private room,46.0,2,64,2024-03-24,1.17,294,45,89733 del 14/02/24,CORTICELLA - DOZZA,LA DOZZA,"44.52895, 11.36251"
37824786,Porto - Saragozza,Private room,250.0,1,3,2024-02-09,0.05,285,2,037006-AF-00278,MALPIGHI,MALPIGHI-2,"44.48887, 11.34011"
37825929,Porto - Saragozza,Entire home/apt,101.0,2,66,2024-01-05,1.19,319,30,037006-AT-02551,MALPIGHI,MALPIGHI-2,"44.49828, 11.32945"
37844517,Porto - Saragozza,Entire home/apt,191.0,2,5,2021-01-10,0.1,218,0,,MALPIGHI,MALPIGHI-2,"44.487, 11.33955"
37868774,Porto - Saragozza,Entire home/apt,158.0,3,99,2023-12-10,1.79,160,26,037006-AT-02210,MARCONI,MARCONI-2,"44.49866, 11.33667"
38089739,San Donato - San Vitale,Private room,95.0,1,19,2024-01-26,0.35,164,6,,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.50466, 11.3666"
38148030,Porto - Saragozza,Entire home/apt,340.0,3,108,2023-11-25,1.99,149,25,037006-AT-01439,MALPIGHI,MALPIGHI-2,"44.4984, 11.32846"
38303827,Porto - Saragozza,Entire home/apt,93.0,3,44,2024-03-22,0.82,223,28,,SAFFI,ZANARDI,"44.50211, 11.33178"
38318048,Porto - Saragozza,Private room,60.0,1,1,2021-07-25,0.03,277,0,037006-AF-00278,MALPIGHI,MALPIGHI-2,"44.48891, 11.33995"
38344949,Porto - Saragozza,Entire home/apt,220.0,3,0,,,88,0,,MARCONI,MARCONI-2,"44.50061, 11.33411"
38368262,Porto - Saragozza,Entire home/apt,90.0,2,54,2023-03-05,1.01,97,0,,SAFFI,VELODROMO,"44.50097, 11.31285"
38427994,Santo Stefano,Entire home/apt,233.0,2,31,2023-12-27,0.57,88,6,,IRNERIO,IRNERIO-2,"44.50101, 11.35166"
38481069,Porto - Saragozza,Entire home/apt,165.0,3,39,2024-03-17,0.71,56,11,,MALPIGHI,MALPIGHI-1,"44.49448, 11.34062"
38485909,Borgo Panigale - Reno,Entire home/apt,78.0,1,179,2024-03-11,3.27,280,55,,BORGO PANIGALE,BORGO CENTRO,"44.5162, 11.26918"
38506137,Santo Stefano,Entire home/apt,161.0,2,7,2021-11-04,0.13,70,0,,GALVANI,GALVANI-1,"44.49304, 11.34264"
38540295,Navile,Entire home/apt,53.0,1,46,2024-03-04,0.86,4,23,037006-CV-00198,BOLOGNINA,VIA FERRARESE,"44.51232, 11.34821"
38641366,San Donato - San Vitale,Private room,161.0,1,24,2023-08-31,0.44,172,13,,SAN DONATO VECCHIO,MICHELINO,"44.50519, 11.36798"
38690043,San Donato - San Vitale,Private room,95.0,1,12,2023-08-30,0.22,174,2,,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.50479, 11.36661"
38823633,Santo Stefano,Entire home/apt,146.0,2,21,2024-02-25,0.41,115,4,5906167,IRNERIO,IRNERIO-2,"44.49468, 11.35386"
39013873,Savena,Entire home/apt,260.0,1,48,2024-02-18,0.94,102,19,037006-AT-01504,LUNGO SAVENA,PONTE SAVENA-LA BASTIA,"44.448629091135686, 11.35778011548162"
39020481,Borgo Panigale - Reno,Entire home/apt,95.0,1,92,2024-01-27,1.79,89,32,,BIRRA - BARGELLINO - LAVINO,LA BIRRA,"44.52048, 11.29693"
39024601,San Donato - San Vitale,Private room,98.0,1,2,2024-02-04,0.2,251,2,037006-AF-00349,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.49334, 11.3737"
39043234,Porto - Saragozza,Private room,105.0,1,2,2023-03-19,0.04,318,0,07102019-1106,MARCONI,MARCONI-2,"44.49908, 11.3375"
39043266,Porto - Saragozza,Private room,123.0,1,24,2023-09-13,0.52,323,5,07102019-1106,MARCONI,MARCONI-2,"44.49828, 11.33538"
39093315,Santo Stefano,Entire home/apt,138.0,3,84,2024-03-16,1.9,78,30,037006-AT-01483,GALVANI,GALVANI-2,"44.4907, 11.34807"
39095011,Savena,Entire home/apt,83.0,3,29,2023-10-26,0.65,347,7,,VIA TOSCANA - S. RUFFILLO - MONTE DONATO,MONTE DONATO,"44.4517, 11.34868"
39123460,San Donato - San Vitale,Entire home/apt,98.0,1,67,2023-07-23,1.23,89,4,,SAN DONATO VECCHIO,MICHELINO,"44.50718, 11.36779"
39153263,Santo Stefano,Private room,270.0,1,1,2022-09-28,0.06,76,0,,GALVANI,GALVANI-2,"44.49111, 11.34332"
39222601,Santo Stefano,Private room,86.0,1,1,2022-09-09,0.05,344,0,Non e registrato,MURRI,MEZZOFANTI,"44.48073, 11.36282"
39492721,San Donato - San Vitale,Private room,60.0,1,5,2024-02-18,0.09,21,4,,CROCE DEL BIACCO - ROVERI,CROCE DEL BIACCO,"44.4876, 11.39983"
39544244,Santo Stefano,Entire home/apt,138.0,1,35,2023-05-19,0.67,111,1,037006-CV-00250,IRNERIO,IRNERIO-1,"44.49511, 11.34504"
39549656,Porto - Saragozza,Entire home/apt,55.0,1,59,2024-03-12,2.29,130,23,,MARCONI,MARCONI-2,"44.50125, 11.34133"
39584753,Santo Stefano,Entire home/apt,,1,5,2022-10-02,0.1,365,0,,GALVANI,GALVANI-2,"44.48624, 11.35351"
39711225,Porto - Saragozza,Entire home/apt,115.0,2,105,2024-03-17,2.44,216,60,037006-CV-00384,MARCONI,MARCONI-2,"44.50023, 11.34152"
39717425,Santo Stefano,Entire home/apt,76.0,1,92,2024-02-25,1.82,192,12,037006-CV-00198,GALVANI,GALVANI-1,"44.49411, 11.34482"
39720502,Santo Stefano,Entire home/apt,83.0,1,15,2023-08-11,0.49,265,3,,GALVANI,GALVANI-2,"44.48761, 11.34728"
39743527,San Donato - San Vitale,Entire home/apt,130.0,1,18,2023-12-14,0.43,353,10,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.48936, 11.36647"
39794878,Santo Stefano,Private room,80.0,2,50,2024-02-04,0.99,126,31,037006-BB-01035,IRNERIO,IRNERIO-2,"44.49934, 11.34639"
39798848,San Donato - San Vitale,Private room,119.0,1,7,2023-06-11,0.3,255,4,037006-AF-00349,CIRENAICA - MASSARENTI - SCANDELLARA,GUELFA,"44.49079, 11.37696"
39806732,San Donato - San Vitale,Entire home/apt,126.0,1,14,2023-07-09,0.59,23,4,,CROCE DEL BIACCO - ROVERI,CROCE DEL BIACCO,"44.48768, 11.39819"
39829593,Navile,Private room,89.0,1,32,2023-10-29,0.6,135,2,,BOLOGNINA,PIAZZA DELL'UNITA',"44.50969, 11.35601"
39829699,Navile,Private room,58.0,1,67,2023-12-10,1.26,16,12,,CORTICELLA - DOZZA,MULINO DEL GOMITO,"44.53367, 11.36887"
39855640,Santo Stefano,Entire home/apt,,2,0,,,1,0,,OSSERVANZA - PADERNO,PADERNO,"44.47357, 11.35447"
39857499,Porto - Saragozza,Private room,25.0,2,146,2023-12-07,2.79,123,23,,MALPIGHI,MARCONI-1,"44.49883, 11.33905"
39877780,Santo Stefano,Entire home/apt,97.0,2,28,2024-01-03,0.86,189,17,037006-BB-00874,GALVANI,GALVANI-2,"44.48515, 11.35639"
39911116,San Donato - San Vitale,Entire home/apt,150.0,1,26,2023-10-17,0.59,362,22,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.49122, 11.36744"
39934543,Porto - Saragozza,Shared room,39.0,1,23,2023-12-10,0.43,167,2,,MALPIGHI,MARCONI-1,"44.49679, 11.34161"
39987782,Savena,Entire home/apt,1000.0,3,30,2023-01-01,0.58,365,0,,PONTEVECCHIO - MAZZINI,VIA ARNO,"44.472836, 11.387567"
39997536,San Donato - San Vitale,Entire home/apt,135.0,1,13,2023-10-15,0.35,362,2,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.48977, 11.36652"
40157180,Navile,Entire home/apt,57.0,1,12,2024-01-02,0.55,115,6,,BERTALIA - NOCE,LAGHETTI DEL ROSARIO,"44.54325, 11.31906"
40165817,Porto - Saragozza,Entire home/apt,164.0,2,99,2024-03-10,1.93,184,30,CIR 037006-CV-00109,MALPIGHI,MALPIGHI-2,"44.496605, 11.33334"
40339530,Porto - Saragozza,Private room,57.0,2,27,2024-03-24,0.89,11,11,,SARAGOZZA - SAN LUCA,XXI APRILE,"44.49713, 11.3136"
40342792,Santo Stefano,Entire home/apt,77.0,2,89,2024-03-18,1.72,16,28,,OSSERVANZA - PADERNO,SAN MICHELE IN BOSCO,"44.48586, 11.3399"
40444203,San Donato - San Vitale,Entire home/apt,68.0,1,28,2024-02-19,0.64,84,5,037006-CV-00198,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.50481, 11.36472"
40669986,Santo Stefano,Entire home/apt,203.0,2,178,2024-03-16,3.46,200,56,,GALVANI,GALVANI-1,"44.4924646, 11.3487378"
40714031,Porto - Saragozza,Entire home/apt,291.0,2,1,2020-01-02,0.02,22,0,,MALPIGHI,MALPIGHI-2,"44.49006, 11.33536"
40741323,Santo Stefano,Private room,85.0,1,0,,,180,0,,GALVANI,GALVANI-2,"44.4899, 11.35287"
40741802,Santo Stefano,Private room,145.0,1,4,2022-10-14,0.17,249,0,,GALVANI,GALVANI-2,"44.488, 11.35203"
40791257,Navile,Entire home/apt,94.0,2,39,2024-01-05,0.76,78,13,,BOLOGNINA,PIAZZA DELL'UNITA',"44.511, 11.34702"
40830020,Porto - Saragozza,Entire home/apt,100.0,2,0,,,22,0,,MALPIGHI,MALPIGHI-1,"44.49566, 11.33766"
40957961,Savena,Entire home/apt,114.0,1,24,2024-03-23,1.02,171,9,037006-AT-01787,LUNGO SAVENA,PONTE SAVENA-LA BASTIA,"44.4476446, 11.3582237"
41104393,Santo Stefano,Entire home/apt,70.0,2,1,2020-01-11,0.02,0,0,,IRNERIO,IRNERIO-2,"44.50003, 11.35111"
41237296,Porto - Saragozza,Entire home/apt,2000.0,1,0,,,365,0,,MARCONI,MARCONI-2,"44.49925, 11.33986"
41250176,Santo Stefano,Entire home/apt,140.0,2,75,2024-03-10,1.77,86,30,,IRNERIO,IRNERIO-2,"44.49943, 11.35014"
41360275,Porto - Saragozza,Entire home/apt,129.0,3,90,2024-01-01,1.77,156,33,037006-AT-01645,MALPIGHI,MALPIGHI-2,"44.49711, 11.33006"
41368936,Santo Stefano,Private room,109.0,1,34,2024-03-15,0.67,3,21,CIR: 037006-AF-00532,IRNERIO,IRNERIO-2,"44.49957, 11.34912"
41390238,Santo Stefano,Private room,255.0,1,3,2022-02-21,0.09,35,0,,GALVANI,GALVANI-1,"44.49164, 11.34338"
41400026,Porto - Saragozza,Private room,,1,145,2024-03-24,2.84,44,81,037006-BB-01070,SAFFI,VIA VITTORIO VENETO,"44.50025, 11.32187"
41403704,Navile,Entire home/apt,136.0,2,13,2024-03-10,1.05,87,12,,BOLOGNINA,VIA FERRARESE,"44.5120981, 11.3472205"
41433175,Santo Stefano,Entire home/apt,126.0,1,84,2023-11-05,1.69,81,14,,IRNERIO,IRNERIO-1,"44.4982, 11.34506"
41527142,Santo Stefano,Entire home/apt,86.0,2,116,2024-03-17,2.36,21,56,,GALVANI,GALVANI-2,"44.48711, 11.34323"
41542567,Porto - Saragozza,Entire home/apt,148.0,1,50,2023-07-02,1.09,257,2,,MALPIGHI,MARCONI-1,"44.49841, 11.33898"
41551947,Santo Stefano,Private room,57.0,2,61,2024-03-23,4.12,247,53,,IRNERIO,IRNERIO-2,"44.50062, 11.35381"
41584191,Santo Stefano,Entire home/apt,271.0,1,1,2020-01-26,0.02,238,0,C.I.R. 037006 - AF - 00580,GALVANI,GALVANI-1,"44.491943359375, 11.341985702514648"
41605131,Santo Stefano,Entire home/apt,113.0,2,152,2024-03-24,3.01,119,58,,IRNERIO,IRNERIO-2,"44.49279, 11.35475"
41683956,Navile,Private room,87.0,1,8,2023-03-19,0.27,29,0,037006-AF-00190,BOLOGNINA,PIAZZA DELL'UNITA',"44.507957, 11.340406"
41721050,San Donato - San Vitale,Entire home/apt,138.0,1,4,2023-10-09,0.08,235,2,,SAN DONATO VECCHIO,VIA MONDO,"44.50271, 11.36504"
41727651,Navile,Entire home/apt,90.0,2,33,2024-01-27,1.07,38,9,,CORTICELLA - DOZZA,CASERME ROSSE-MANIFATTURA,"44.52501, 11.34509"
41814033,Santo Stefano,Entire home/apt,56.0,1,2,2020-02-16,0.04,0,0,,GALVANI,GALVANI-2,"44.48593, 11.34709"
41868835,Porto - Saragozza,Private room,48.0,2,160,2024-03-19,3.19,57,49,037006-BB-00884,MARCONI,MARCONI-2,"44.498661041259766, 11.335271835327148"
42000551,Navile,Entire home/apt,65.0,2,74,2024-03-17,2.44,15,36,,BOLOGNINA,VIA FERRARESE,"44.51271, 11.35212"
42011875,Porto - Saragozza,Private room,62.0,2,360,2024-03-15,7.17,120,113,,MARCONI,MARCONI-2,"44.50053, 11.33751"
42031130,Porto - Saragozza,Entire home/apt,102.0,3,45,2023-12-20,1.37,141,14,037006-AT-01902,MALPIGHI,MALPIGHI-2,"44.49126, 11.33681"
42058821,Porto - Saragozza,Entire home/apt,247.0,2,15,2022-07-09,0.33,252,0,037006-AT-01642,SAFFI,SCALO RAVONE,"44.50257, 11.32543"
42061263,Porto - Saragozza,Entire home/apt,2000.0,1,0,,,0,0,,MARCONI,MARCONI-2,"44.49799, 11.33778"
42139462,San Donato - San Vitale,Entire home/apt,192.0,2,52,2024-01-01,1.04,52,15,,SAN DONATO VECCHIO,VIA MONDO,"44.50402, 11.36591"
42184994,Santo Stefano,Entire home/apt,171.0,3,34,2023-12-11,0.69,83,5,037006-AT-01901,IRNERIO,IRNERIO-2,"44.50139, 11.34802"
42291716,Porto - Saragozza,Private room,35.0,2,89,2024-03-23,2.78,154,34,,SARAGOZZA - SAN LUCA,SAN GIUSEPPE,"44.48996, 11.32713"
42302515,Porto - Saragozza,Entire home/apt,136.0,3,51,2024-01-05,1.15,84,19,037006-AT-01904,MARCONI,MARCONI-2,"44.49982833862305, 11.341900825500488"
42311113,Borgo Panigale - Reno,Entire home/apt,,28,0,,,179,0,,BARCA,BATTINDARNO,"44.50392, 11.29243"
42357285,San Donato - San Vitale,Shared room,50.0,3,2,2022-09-30,0.04,327,0,,SAN DONATO VECCHIO,VIA MONDO,"44.50089263916016, 11.36989402770996"
42373636,Navile,Entire home/apt,200.0,1,7,2022-05-02,0.14,364,0,,BOLOGNINA,VIA FERRARESE,"44.5153, 11.3493"
42377715,Navile,Entire home/apt,123.0,1,22,2022-10-29,0.5,224,0,037006-CP-00001,CORTICELLA - DOZZA,SAVENA ABBANDONATO,"44.52469, 11.37191"
42380441,Porto - Saragozza,Entire home/apt,155.0,2,24,2024-03-20,0.77,22,9,,MALPIGHI,MARCONI-1,"44.49576, 11.33799"
42395074,Santo Stefano,Entire home/apt,118.0,1,4,2024-03-13,0.57,22,4,,GALVANI,GALVANI-2,"44.48701220051581, 11.349011734127998"
42422957,Navile,Entire home/apt,1000.0,2,0,,,0,0,,BOLOGNINA,EX MERCATO ORTOFRUTTICOLO,"44.50694, 11.34094"
42506259,Savena,Entire home/apt,189.0,2,1,2021-07-19,0.03,70,0,,PONTEVECCHIO - MAZZINI,PONTEVECCHIO,"44.4828, 11.38067"
42524537,Porto - Saragozza,Entire home/apt,158.0,1,85,2024-02-09,1.84,250,11,,MARCONI,MARCONI-2,"44.49906, 11.34023"
42528487,Santo Stefano,Entire home/apt,160.0,2,61,2024-03-13,2.1,15,17,,IRNERIO,IRNERIO-2,"44.49246, 11.35232"
42538043,Santo Stefano,Entire home/apt,309.0,2,22,2024-03-03,0.52,258,7,,GALVANI,GALVANI-1,"44.49185, 11.34658"
42602360,Porto - Saragozza,Entire home/apt,122.0,2,6,2023-10-25,0.19,66,4,037006-CV-00369,SAFFI,ZANARDI,"44.50049, 11.32656"
42615990,Porto - Saragozza,Entire home/apt,169.0,1,62,2024-02-21,1.35,262,16,,MALPIGHI,MARCONI-1,"44.49783, 11.33915"
42674140,Santo Stefano,Entire home/apt,120.0,1,10,2024-01-05,0.33,145,6,037006-CV-00235,IRNERIO,IRNERIO-1,"44.49471, 11.34451"
42684885,Porto - Saragozza,Entire home/apt,160.0,1,31,2024-03-03,0.67,258,11,,MALPIGHI,MARCONI-1,"44.49845, 11.34029"
