id,Quartiere,room_type,Prezzo,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,number_of_reviews_ltm,license,Zona di prossimità,Area statistica,Coordinate
728717968426037526,Santo Stefano,Entire home/apt,900.0,1,16,2024-01-01,0.94,344,7,,IRNERIO,IRNERIO-2,"44.49347, 11.35289"
729059159187882789,San Donato - San Vitale,Private room,93.0,2,1,2023-03-18,0.08,267,0,,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.50852, 11.36056"
730147332807307482,Porto - Saragozza,Entire home/apt,173.0,1,41,2024-02-18,2.45,78,32,,MALPIGHI,MALPIGHI-2,"44.491295, 11.3405688"
730477538267404572,Porto - Saragozza,Entire home/apt,185.0,2,31,2024-02-28,1.78,18,25,,MALPIGHI,MARCONI-1,"44.49752, 11.33912"
732587799721776243,San Donato - San Vitale,Entire home/apt,51.0,3,22,2024-03-17,1.28,340,14,037006-CV-00870,CIRENAICA - MASSARENTI - SCANDELLARA,GUELFA,"44.49309, 11.37626"
734630949943909140,Porto - Saragozza,Private room,47.0,2,39,2024-03-22,2.29,89,27,,SARAGOZZA - SAN LUCA,XXI APRILE,"44.496, 11.31491"
735326216990303576,Navile,Entire home/apt,114.0,1,4,2024-02-27,0.23,14,2,,BOLOGNINA,VIA FERRARESE,"44.51909, 11.35332"
736645616134763157,San Donato - San Vitale,Private room,104.0,2,48,2024-03-04,2.82,33,40,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49392470000001, 11.363436"
737056702114034666,Savena,Private room,48.0,1,19,2023-09-30,1.09,23,4,,LUNGO SAVENA,CORELLI,"44.45557, 11.37188"
738225000657298753,Porto - Saragozza,Entire home/apt,90.0,1,32,2024-03-19,2.03,292,28,037006-CV-00294,MALPIGHI,MALPIGHI-2,"44.49164, 11.33169"
740307480474575631,Navile,Entire home/apt,109.0,2,8,2024-03-12,1.54,54,8,,BOLOGNINA,ARCOVEGGIO,"44.51486614160932, 11.344637849264254"
740375943373044978,Santo Stefano,Entire home/apt,275.0,1,5,2023-10-07,0.38,171,3,,IRNERIO,IRNERIO-1,"44.4951526, 11.3513784"
741110543034699782,Borgo Panigale - Reno,Entire home/apt,,1,1,2022-11-20,0.06,337,0,,BARCA,CANALE DI RENO,"44.48962, 11.2987"
742370556035502605,San Donato - San Vitale,Entire home/apt,65.0,2,63,2024-03-17,3.69,62,37,,SAN DONATO VECCHIO,VIA MONDO,"44.5021675, 11.3697211"
743419728023441515,Santo Stefano,Entire home/apt,195.0,2,0,,,254,0,,GALVANI,GALVANI-2,"44.49026420000001, 11.356491"
744047356167325049,Porto - Saragozza,Entire home/apt,111.0,2,20,2024-02-12,2.94,297,20,,MALPIGHI,MARCONI-1,"44.49591961967922, 11.337774684655754"
744604773849535539,Savena,Entire home/apt,114.0,1,6,2024-02-12,0.44,242,4,,PONTEVECCHIO - MAZZINI,VIA ARNO,"44.46989, 11.39451"
744609576816015956,Navile,Entire home/apt,150.0,2,27,2024-03-08,1.58,311,18,037006-AT-02546,BOLOGNINA,ARCOVEGGIO,"44.51461689914512, 11.3398345071833"
745325700708260121,Porto - Saragozza,Entire home/apt,67.0,1,7,2024-03-15,0.75,191,7,037006-CV-00198,MARCONI,MARCONI-2,"44.5007, 11.33979"
745399436353428181,Santo Stefano,Entire home/apt,104.0,1,0,,,214,0,,IRNERIO,IRNERIO-1,"44.4969611, 11.3475408"
746041827975172045,Santo Stefano,Entire home/apt,137.0,1,39,2024-02-26,2.47,196,29,037006-CV-00198,IRNERIO,IRNERIO-2,"44.49747, 11.34987"
747000593066362696,Porto - Saragozza,Entire home/apt,107.0,2,19,2024-03-19,1.14,247,7,PG 672810 del 12 ottobre 2023,SAFFI,ZANARDI,"44.5046261, 11.3317876"
748263002746121852,Porto - Saragozza,Entire home/apt,109.0,2,91,2024-03-24,5.56,16,70,,MARCONI,MARCONI-2,"44.4988361, 11.331637"
751176207900253089,Santo Stefano,Entire home/apt,136.0,1,26,2023-12-02,1.56,226,23,,IRNERIO,IRNERIO-2,"44.50416, 11.35338"
751181063476202477,Porto - Saragozza,Entire home/apt,1000.0,1,14,2024-02-26,1.11,85,13,037006-CV-00235,MALPIGHI,MARCONI-1,"44.4972058, 11.340766"
752829966395612962,Savena,Entire home/apt,117.0,3,7,2024-03-24,0.44,291,6,037006-AT-02449,LUNGO SAVENA,CORELLI,"44.46698869999999, 11.3753259"
754270235496747266,San Donato - San Vitale,Entire home/apt,84.0,2,15,2024-02-18,1.05,189,13,,SAN DONATO VECCHIO,VIA MONDO,"44.49978, 11.36935"
754423004111976991,Santo Stefano,Entire home/apt,127.0,2,46,2024-03-10,2.83,134,33,,GALVANI,GALVANI-2,"44.48997128049604, 11.341239499999988"
754812671827948460,San Donato - San Vitale,Entire home/apt,120.0,3,4,2023-11-01,0.24,350,2,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49405882971015, 11.35843610231568"
756446022482948657,Porto - Saragozza,Entire home/apt,110.0,1,3,2023-10-07,0.18,81,2,,MALPIGHI,MALPIGHI-2,"44.49441, 11.33476"
757987257429683206,Porto - Saragozza,Entire home/apt,153.0,2,16,2024-03-11,0.98,155,12,CIR037006-AT-02366,MALPIGHI,MALPIGHI-2,"44.49584111366308, 11.332452985180662"
759488787150107588,Porto - Saragozza,Entire home/apt,79.0,2,67,2024-03-03,4.22,216,58,,MALPIGHI,MALPIGHI-2,"44.4945355, 11.3298095"
759880717040146588,Porto - Saragozza,Entire home/apt,150.0,3,70,2024-03-12,4.38,138,57,037006-AT-02476,MARCONI,MARCONI-2,"44.4982364, 11.3379148"
762197354094709301,Santo Stefano,Private room,47.0,15,0,,,90,0,,MURRI,DAGNINI,"44.4838878, 11.3702329"
762785624714170105,Santo Stefano,Private room,,1,0,,,204,0,CODICE CIR: 037006-AL-00001,GALVANI,GALVANI-1,"44.4925974, 11.34252"
767944807883442551,Porto - Saragozza,Entire home/apt,133.0,1,74,2023-09-02,1.09,271,2,,MARCONI,MARCONI-2,"44.5008714, 11.3395105"
768017506328230749,Porto - Saragozza,Entire home/apt,126.0,1,9,2024-01-02,0.38,325,1,,MALPIGHI,MALPIGHI-2,"44.4906628, 11.3413895"
768031028075402631,Santo Stefano,Entire home/apt,107.0,1,17,2024-03-16,1.17,279,13,,IRNERIO,IRNERIO-1,"44.4952462, 11.3437192"
768171371279733960,Santo Stefano,Entire home/apt,85.0,2,17,2023-11-08,1.08,321,11,,IRNERIO,IRNERIO-1,"44.4967201, 11.3473979"
770782760261307440,Porto - Saragozza,Entire home/apt,107.0,2,8,2023-11-26,0.52,181,5,,MALPIGHI,MALPIGHI-2,"44.4968239, 11.3337862"
770851719479515010,Porto - Saragozza,Entire home/apt,72.0,1,80,2024-03-18,6.27,103,76,037006-AF-00553,MARCONI,MARCONI-2,"44.50090241967381, 11.340844072401524"
772345219951617776,Santo Stefano,Entire home/apt,211.0,1,30,2024-03-13,2.26,171,28,,GALVANI,GALVANI-1,"44.49322799999999, 11.3442182"
772550034364930127,Santo Stefano,Entire home/apt,110.0,2,38,2024-03-17,3.08,149,37,,IRNERIO,IRNERIO-2,"44.5010186, 11.3481568"
772887171876693543,Navile,Entire home/apt,158.0,1,0,,,253,0,037006-CP-00001,CORTICELLA - DOZZA,SAVENA ABBANDONATO,"44.52387, 11.37201"
772909624498227562,Santo Stefano,Entire home/apt,180.0,1,2,2023-03-19,0.13,206,0,,MURRI,SIEPELUNGA,"44.47804199999999, 11.3616473"
775987499154276300,Santo Stefano,Entire home/apt,95.0,1,25,2024-02-17,1.61,217,23,,IRNERIO,IRNERIO-1,"44.4950855, 11.3453331"
778807569488145117,Porto - Saragozza,Entire home/apt,145.0,1,4,2023-10-09,0.27,46,2,,MARCONI,MARCONI-2,"44.49892, 11.34126"
779478964630091394,Navile,Private room,56.0,2,6,2023-11-17,0.41,12,4,,CORTICELLA - DOZZA,CASERME ROSSE-MANIFATTURA,"44.52254, 11.3493"
779488211114029728,Savena,Entire home/apt,74.0,1,88,2024-03-03,5.88,136,76,810416,PONTEVECCHIO - MAZZINI,PONTEVECCHIO,"44.48208362821178, 11.379686699999988"
781757283453362353,Porto - Saragozza,Entire home/apt,77.0,1,32,2024-02-19,0.61,322,11,475845,MARCONI,MARCONI-2,"44.5000347, 11.3394471"
781810157239622560,Borgo Panigale - Reno,Entire home/apt,54.0,1,9,2024-01-20,0.6,329,8,,BIRRA - BARGELLINO - LAVINO,AEROPORTO,"44.5282963, 11.286205"
782321093131136224,San Donato - San Vitale,Entire home/apt,62.0,1,2,2023-03-05,0.14,321,0,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49426, 11.36209"
782323491212478851,Santo Stefano,Entire home/apt,86.0,1,243,2024-03-17,2.66,334,29,,GALVANI,GALVANI-1,"44.4921282, 11.342276"
782372929957192304,Porto - Saragozza,Entire home/apt,77.0,1,27,2023-12-30,0.9,282,12,,MALPIGHI,MALPIGHI-2,"44.4957878, 11.331017"
782543962046951395,Porto - Saragozza,Entire home/apt,69.0,1,47,2022-10-23,0.78,296,0,,MALPIGHI,MALPIGHI-2,"44.4954628, 11.3319953"
784659850152909532,Borgo Panigale - Reno,Private room,65.0,2,6,2023-12-02,0.49,84,5,,BARCA,CANALE DI RENO,"44.49202, 11.29647"
785235682617398809,Santo Stefano,Entire home/apt,56.0,1,16,2024-02-25,1.08,180,14,037006-CV-00198,GALVANI,GALVANI-2,"44.4855054, 11.3492189"
785416097482335725,Santo Stefano,Entire home/apt,204.0,3,40,2024-03-19,3.0,44,36,,GALVANI,GALVANI-1,"44.49316, 11.34292"
785929851603958608,San Donato - San Vitale,Entire home/apt,98.0,1,4,2024-03-10,0.53,254,4,,SAN DONATO VECCHIO,VIA MONDO,"44.5011765, 11.3692205"
787062977869911590,Santo Stefano,Entire home/apt,200.0,1,48,2024-03-14,3.23,88,38,,GALVANI,GALVANI-1,"44.4936, 11.34434"
787551930528174555,Navile,Entire home/apt,146.0,3,39,2024-02-18,2.67,48,31,037006-AT-02436,BOLOGNINA,ARCOVEGGIO,"44.51411478075171, 11.340596250926222"
787889545830639256,San Donato - San Vitale,Private room,83.0,2,0,,,3,0,,CROCE DEL BIACCO - ROVERI,CROCE DEL BIACCO,"44.49034723447533, 11.391377383689422"
788095616162994416,Santo Stefano,Entire home/apt,130.0,2,39,2024-01-29,2.64,38,35,,IRNERIO,IRNERIO-2,"44.5043855, 11.3493655"
791057966242496341,Navile,Private room,42.0,2,11,2024-03-21,0.81,340,10,,BOLOGNINA,VIA FERRARESE,"44.51742, 11.34866"
791890943787390252,Porto - Saragozza,Entire home/apt,131.0,1,5,2023-09-29,0.4,229,2,,MARCONI,MARCONI-2,"44.500796, 11.3407486"
792621661753442785,Navile,Private room,552.0,1,77,2024-01-21,5.58,307,65,,BOLOGNINA,ARCOVEGGIO,"44.5137, 11.34261"
792644775611362873,Savena,Entire home/apt,65.0,2,16,2023-10-28,1.29,314,15,,VIA TOSCANA - S. RUFFILLO - MONTE DONATO,MONTE DONATO,"44.4603972, 11.36279"
793910658270700660,Navile,Private room,124.0,2,30,2023-12-10,2.35,166,27,,BOLOGNINA,PIAZZA DELL'UNITA',"44.51076841039243, 11.34191695600748"
794866186501709322,Santo Stefano,Entire home/apt,59.0,1,87,2024-03-20,6.08,39,76,037006-AT-02571,IRNERIO,IRNERIO-2,"44.4977543, 11.3492681"
796117472414274948,Navile,Entire home/apt,88.0,1,44,2024-01-01,3.24,36,39,,BOLOGNINA,PIAZZA DELL'UNITA',"44.5084544, 11.3430423"
797487178375525118,Navile,Entire home/apt,140.0,1,11,2023-10-09,0.87,280,10,,BOLOGNINA,ARCOVEGGIO,"44.5141, 11.34104"
799999653533602066,Porto - Saragozza,Entire home/apt,131.0,1,16,2023-07-01,1.14,53,8,,MALPIGHI,MALPIGHI-2,"44.48974, 11.33666"
800401774157587609,San Donato - San Vitale,Entire home/apt,150.0,2,11,2024-01-02,0.82,355,9,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49712, 11.36924"
800562711351946110,Navile,Entire home/apt,132.0,1,16,2024-02-25,1.23,146,13,,BOLOGNINA,PIAZZA DELL'UNITA',"44.51177499461998, 11.347569996315409"
801152577757958254,San Donato - San Vitale,Entire home/apt,375.0,2,27,2024-01-27,2.21,71,27,,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.50516, 11.36284"
801929662335965717,Navile,Entire home/apt,69.0,1,12,2023-12-22,0.6,322,7,,BOLOGNINA,PIAZZA DELL'UNITA',"44.5080487, 11.3420943"
801936991737432283,Navile,Entire home/apt,62.0,1,51,2024-03-11,2.13,347,29,,BOLOGNINA,PIAZZA DELL'UNITA',"44.5080487, 11.3420943"
801947107913172708,Navile,Entire home/apt,69.0,1,16,2023-10-25,0.52,322,2,,BOLOGNINA,PIAZZA DELL'UNITA',"44.5080487, 11.3420943"
801966064786838495,Santo Stefano,Entire home/apt,136.0,1,7,2023-09-10,0.31,299,2,,GALVANI,GALVANI-1,"44.4923588, 11.3478995"
801967598357040490,Navile,Entire home/apt,69.0,1,24,2024-03-16,0.76,336,8,,BOLOGNINA,PIAZZA DELL'UNITA',"44.5080487, 11.3420943"
802039113789170970,Navile,Entire home/apt,140.0,1,7,2023-12-06,0.26,303,2,,BOLOGNINA,PIAZZA DELL'UNITA',"44.5080487, 11.3420943"
802050869137320722,Porto - Saragozza,Entire home/apt,66.0,1,7,2024-03-17,0.31,308,2,,MALPIGHI,MALPIGHI-2,"44.4973678, 11.3320251"
802611356318696212,Santo Stefano,Entire home/apt,120.0,3,2,2023-04-16,0.15,144,1,037006-AT-02871,IRNERIO,IRNERIO-1,"44.49498, 11.35037"
802732697813001549,Porto - Saragozza,Private room,161.0,1,0,,,200,0,037006-AF-00299,MALPIGHI,MARCONI-1,"44.49729989999999, 11.3396194"
802759356808257144,Porto - Saragozza,Entire home/apt,73.0,1,20,2024-02-21,0.82,281,6,,MARCONI,MARCONI-2,"44.496835, 11.3366139"
802774777432833747,Santo Stefano,Entire home/apt,91.0,1,9,2022-11-19,0.34,311,0,,IRNERIO,IRNERIO-1,"44.4968656, 11.3447835"
802787626438556152,San Donato - San Vitale,Entire home/apt,82.0,1,7,2023-09-01,0.34,0,5,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.4987577, 11.3645159"
802814415150123605,Santo Stefano,Entire home/apt,82.0,1,13,2024-02-12,0.54,299,11,,GALVANI,GALVANI-2,"44.4907228, 11.3448988"
802837278458332061,Santo Stefano,Entire home/apt,101.0,1,10,2023-08-13,0.52,222,3,,GALVANI,GALVANI-2,"44.4871458, 11.350063"
802843020890145742,Santo Stefano,Private room,120.0,1,4,2023-10-29,0.39,61,4,,OSSERVANZA - PADERNO,OSSERVANZA,"44.48861, 11.33034"
803268644613460155,Navile,Entire home/apt,66.0,1,72,2024-03-03,5.18,24,63,,BOLOGNINA,VIA FERRARESE,"44.51937, 11.35226"
803338542000763686,Porto - Saragozza,Entire home/apt,62.0,1,18,2024-03-15,1.03,298,16,,MARCONI,MARCONI-2,"44.5000347, 11.3394471"
803347471188729927,Porto - Saragozza,Entire home/apt,60.0,1,5,2023-10-07,0.23,355,3,,SAFFI,VELODROMO,"44.5020034, 11.3086357"
803360275957715491,San Donato - San Vitale,Entire home/apt,58.0,1,3,2022-12-06,0.17,292,0,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.4896777, 11.37497"
805592341508892475,San Donato - San Vitale,Entire home/apt,157.0,2,13,2023-12-29,0.94,102,12,28484,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49336185638985, 11.361005231738089"
806283637106874456,Santo Stefano,Entire home/apt,134.0,1,14,2024-02-04,1.01,277,10,,GALVANI,GALVANI-2,"44.487312300000006, 11.341216096295174"
806328202444222899,San Donato - San Vitale,Entire home/apt,94.0,2,27,2023-11-26,2.06,102,24,28484,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49315354498143, 11.361016295850275"
807040921914708138,Santo Stefano,Entire home/apt,210.0,2,14,2024-02-29,1.05,155,11,037006-AT-02746,GALVANI,GALVANI-2,"44.4871458, 11.350063"
807710544141192419,Borgo Panigale - Reno,Entire home/apt,79.0,2,31,2023-12-08,2.18,61,24,,SANTA VIOLA,AGUCCHI,"44.51138, 11.30214"
807890464410770299,Porto - Saragozza,Entire home/apt,87.0,4,11,2024-02-05,0.84,241,8,037006-AT-02913,MARCONI,MARCONI-2,"44.499043, 11.327987"
808036835912773059,Porto - Saragozza,Entire home/apt,95.0,2,8,2023-11-05,0.61,173,7,,MARCONI,MARCONI-2,"44.49796, 11.33281"
808468533985855205,Santo Stefano,Entire home/apt,95.0,3,8,2024-02-03,0.58,139,6,037006-AT-02872,IRNERIO,IRNERIO-1,"44.495, 11.34839"
810781689066454297,San Donato - San Vitale,Private room,40.0,1,2,2023-02-24,0.15,1,0,,SAN DONATO VECCHIO,VIA MONDO,"44.5030626, 11.3644033"
812924549868715652,Navile,Entire home/apt,77.0,1,8,2024-03-14,0.9,329,8,,BOLOGNINA,ARCOVEGGIO,"44.5165861, 11.3452046"
813576640522634554,Santo Stefano,Entire home/apt,124.0,1,9,2024-03-16,0.7,281,8,,GALVANI,GALVANI-2,"44.4869048, 11.3489071"
814285241352637366,Porto - Saragozza,Entire home/apt,85.0,2,67,2024-03-22,5.68,313,67,,MALPIGHI,MALPIGHI-2,"44.49561100584834, 11.336522149737531"
814918286301078652,Santo Stefano,Entire home/apt,111.0,2,3,2024-03-17,0.23,306,2,037006-CV-00432,IRNERIO,IRNERIO-2,"44.4937325, 11.3564525"
815128423535772149,Porto - Saragozza,Entire home/apt,335.0,3,1,2023-03-19,0.08,54,0,,MALPIGHI,MALPIGHI-2,"44.49296355907128, 11.332361722714438"
815834749467812935,Santo Stefano,Private room,80.0,2,20,2024-03-23,2.47,41,20,Numero di Protocollo Assegnato 420016 del 19/06/2023,IRNERIO,IRNERIO-2,"44.4985361025694, 11.351383590724938"
815860250298559681,Navile,Entire home/apt,191.0,1,57,2024-03-24,4.11,99,50,,BOLOGNINA,VIA FERRARESE,"44.51420289333914, 11.347598338623044"
816229468605528923,Porto - Saragozza,Shared room,33.0,1,0,,,357,0,,MARCONI,MARCONI-2,"44.50023, 11.33585"
816419021744956836,Savena,Entire home/apt,92.0,1,40,2024-01-04,3.1,175,38,,LUNGO SAVENA,PONTE SAVENA-LA BASTIA,"44.4534, 11.36461"
816599419232248607,Porto - Saragozza,Entire home/apt,162.0,3,24,2023-10-29,1.88,203,23,037006-AT-02566,MARCONI,MARCONI-2,"44.49724, 11.33325"
818257539768224792,Santo Stefano,Entire home/apt,68.0,2,75,2024-03-24,5.6,259,68,Cir : 037006-AT-02664,IRNERIO,IRNERIO-2,"44.49928, 11.3472"
818695312534175245,San Donato - San Vitale,Entire home/apt,60.0,1,2,2023-09-04,0.16,266,1,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.4896777, 11.37497"
818722228842443642,Santo Stefano,Entire home/apt,77.0,1,22,2023-12-01,1.91,304,22,,IRNERIO,IRNERIO-2,"44.4987864, 11.3497055"
818728677469936285,Navile,Entire home/apt,95.0,1,4,2024-03-18,0.31,292,3,,BOLOGNINA,PIAZZA DELL'UNITA',"44.5109059, 11.3463408"
818736784212295195,San Donato - San Vitale,Entire home/apt,69.0,1,0,,,236,0,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.4896777, 11.37497"
818739578441605160,Navile,Private room,97.0,3,1,2023-03-18,0.08,347,0,,BOLOGNINA,PIAZZA DELL'UNITA',"44.50898, 11.34741"
818749873659088763,Navile,Private room,27.0,1,0,,,312,0,,BERTALIA - NOCE,PESCAROLA,"44.52622802096923, 11.318912071906183"
818753303927777380,Navile,Entire home/apt,120.0,1,0,,,355,0,,BERTALIA - NOCE,PESCAROLA,"44.52595648824831, 11.320679993442766"
818779122003325124,Porto - Saragozza,Entire home/apt,113.0,1,2,2024-03-03,0.75,266,2,,MALPIGHI,MALPIGHI-2,"44.4902964, 11.3392449"
820363446312710941,Santo Stefano,Private room,60.0,1,1,2023-03-17,0.08,362,0,,MURRI,MEZZOFANTI,"44.48859, 11.36541"
821514486323311911,Santo Stefano,Entire home/apt,1200.0,3,0,,,58,0,CIR: 037006-AF-00532,IRNERIO,IRNERIO-2,"44.50034, 11.34892"
821725783009880080,Santo Stefano,Entire home/apt,99.0,4,3,2023-09-22,0.25,36,3,1816771206,MURRI,DAGNINI,"44.4827, 11.36911"
822230109730424137,Santo Stefano,Entire home/apt,312.0,1,67,2024-03-21,5.71,203,67,037006-CV-00587,IRNERIO,IRNERIO-1,"44.4958353, 11.3467656"
823202495439610636,San Donato - San Vitale,Entire home/apt,150.0,1,4,2023-07-09,0.3,350,2,,SAN DONATO VECCHIO,VIA MONDO,"44.50128, 11.37278"
823954928898357573,Porto - Saragozza,Private room,86.0,2,0,,,151,0,,MARCONI,MARCONI-2,"44.49898, 11.34038"
826028840376828018,Navile,Entire home/apt,104.0,2,30,2024-03-24,2.42,57,29,,BOLOGNINA,VIA FERRARESE,"44.5189, 11.35071"
826548585922032663,Navile,Entire home/apt,67.0,3,4,2024-01-08,0.32,73,3,,BOLOGNINA,VIA FERRARESE,"44.51439, 11.35061"
826663579947539266,Borgo Panigale - Reno,Entire home/apt,123.0,1,4,2024-03-14,0.62,35,4,,BIRRA - BARGELLINO - LAVINO,AEROPORTO,"44.530634775533, 11.278142979129"
827331659343210879,San Donato - San Vitale,Entire home/apt,81.0,1,17,2024-03-16,1.3,321,15,,CIRENAICA - MASSARENTI - SCANDELLARA,VIA LARGA,"44.501489, 11.3955265"
829368598332037199,Borgo Panigale - Reno,Entire home/apt,,2,6,2024-02-06,0.49,222,5,,SANTA VIOLA,EMILIA PONENTE,"44.5062799, 11.3028523"
830966037129346907,Santo Stefano,Entire home/apt,79.0,2,48,2024-03-23,3.73,0,46,"97898, CIR: 037006-AT-02617",IRNERIO,IRNERIO-1,"44.4957499, 11.3469938"
831351863862734176,Savena,Private room,52.0,30,91,2024-03-09,7.13,236,90,037006-BB-01061,PONTEVECCHIO - MAZZINI,CAVEDONE,"44.47121, 11.38253"
831387821118221053,Savena,Private room,67.0,2,96,2024-03-24,7.46,266,89,037006-BB-01061,PONTEVECCHIO - MAZZINI,CAVEDONE,"44.47166, 11.38117"
832030641515430075,Santo Stefano,Entire home/apt,146.0,1,18,2024-03-09,1.4,98,15,,GALVANI,GALVANI-2,"44.4870781, 11.3529943"
832420029740897123,Santo Stefano,Private room,292.0,1,0,,,151,0,CODICE CIR: 037006-AL-00001,GALVANI,GALVANI-1,"44.4932, 11.34359"
833266161292645145,Santo Stefano,Entire home/apt,126.0,2,3,2023-05-21,0.27,129,3,,IRNERIO,IRNERIO-1,"44.49514671129164, 11.343740657672123"
833350506480597150,Borgo Panigale - Reno,Entire home/apt,69.0,1,110,2024-03-17,8.82,258,107,,BORGO PANIGALE,BORGO CENTRO,"44.5175, 11.27678"
833984687149763106,Santo Stefano,Entire home/apt,309.0,1,0,,,237,0,CODICE CIR: 037006-AL-00001,GALVANI,GALVANI-1,"44.49237, 11.34231"
834528445848516501,Porto - Saragozza,Entire home/apt,194.0,3,9,2024-01-02,0.74,112,9,037006-AT-02766,MALPIGHI,MALPIGHI-1,"44.49223, 11.33846"
835130114044867759,Santo Stefano,Private room,104.0,1,117,2024-03-09,9.14,333,112,,MURRI,MEZZOFANTI,"44.48878, 11.3639"
835443683655038863,San Donato - San Vitale,Entire home/apt,96.0,2,32,2024-02-19,3.05,153,32,,SAN DONATO VECCHIO,MICHELINO,"44.50438969292423, 11.369001214819344"
835477092995270350,Navile,Entire home/apt,1488.0,1,76,2024-02-05,5.88,96,70,,BOLOGNINA,VIA FERRARESE,"44.5121005, 11.3536261"
835572516311774985,Santo Stefano,Entire home/apt,119.0,2,17,2024-01-01,1.37,0,16,,IRNERIO,IRNERIO-2,"44.49412, 11.35402"
836731108015925263,Savena,Entire home/apt,81.0,3,19,2024-03-17,1.74,127,19,203890,PONTEVECCHIO - MAZZINI,BITONE,"44.4796096, 11.3853957"
836763537457027533,Santo Stefano,Entire home/apt,143.0,1,46,2024-03-03,3.59,219,44,037006-CV-00623,IRNERIO,IRNERIO-2,"44.50035, 11.34936"
837193207882950259,Navile,Entire home/apt,160.0,2,0,,,137,0,037006-AT-02569,CORTICELLA - DOZZA,CROCE COPERTA,"44.53620210000002, 11.352349611639386"
837533365175062637,Savena,Private room,50.0,1,4,2023-09-28,0.63,61,4,,LUNGO SAVENA,CORELLI,"44.46395534932768, 11.381050955545216"
837562684995916986,Santo Stefano,Entire home/apt,77.0,4,2,2024-03-10,0.29,116,2,,MURRI,DAGNINI,"44.4826791, 11.3695619"
838203112180311758,Navile,Private room,76.0,1,6,2023-09-24,0.48,339,5,,BOLOGNINA,ARCOVEGGIO,"44.51453, 11.34293"
838284123426137049,Santo Stefano,Entire home/apt,117.0,1,65,2024-03-20,5.1,151,63,037006-AT-02597,IRNERIO,IRNERIO-1,"44.4967497, 11.3452964"
839068017931925794,Navile,Entire home/apt,138.0,1,35,2024-03-10,3.0,58,35,BMPLTZ74H59H274B-202301120951-2718884,BOLOGNINA,PIAZZA DELL'UNITA',"44.50979, 11.34808"
839620314893589689,Borgo Panigale - Reno,Entire home/apt,60.0,2,4,2024-01-01,0.66,122,4,037006-CV-00223,SANTA VIOLA,AGUCCHI,"44.5098489, 11.2990027"
840419151618101532,Santo Stefano,Entire home/apt,197.0,2,72,2024-03-06,5.79,15,70,037006AT02573,IRNERIO,IRNERIO-1,"44.4965237, 11.3480189"
840567004398922140,Santo Stefano,Private room,126.0,1,3,2023-04-30,0.24,117,1,,GALVANI,GALVANI-2,"44.4879918, 11.3459712"
840588856864127179,Navile,Entire home/apt,83.0,2,20,2023-10-30,1.6,66,19,,BOLOGNINA,ARCOVEGGIO,"44.51665, 11.34349"
841173044288587688,Santo Stefano,Entire home/apt,543.0,2,30,2024-03-03,2.41,278,29,,IRNERIO,IRNERIO-1,"44.4988863, 11.3449165"
841226375621239364,Porto - Saragozza,Entire home/apt,67.0,1,18,2024-03-08,1.51,286,18,,MALPIGHI,MARCONI-1,"44.495839, 11.3400743"
841305280879970322,Porto - Saragozza,Entire home/apt,451.0,4,0,,,89,0,,MARCONI,MARCONI-2,"44.499137358581486, 11.338570564985272"
841882285741910207,Santo Stefano,Private room,44.0,2,63,2024-03-20,5.04,201,60,,MURRI,DAGNINI,"44.47952, 11.3708"
