Geo Point;Geo Shape;Tipo di arredo;Data Aggiornamento;quartiere;area statistica;zona prossimita;Stato di conservazione
44.518195463699584, 11.27671949294784;"{""coordinates"": [11.27671949294784, 44.518195463699584], ""type"": ""Point""}";Panchine di altro tipo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.51839607827658, 11.276770476497637;"{""coordinates"": [11.276770476497637, 44.51839607827658], ""type"": ""Point""}";Cestino in metallo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;SCADENTE
44.51844701331529, 11.276870213025019;"{""coordinates"": [11.276870213025019, 44.51844701331529], ""type"": ""Point""}";Panchine di altro tipo;2009-03-03;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.51852894787057, 11.276936916662583;"{""coordinates"": [11.276936916662583, 44.51852894787057], ""type"": ""Point""}";Panchine di altro tipo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.518539856076906, 11.276899468414953;"{""coordinates"": [11.276899468414953, 44.518539856076906], ""type"": ""Point""}";Panchine di altro tipo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.51867448085864, 11.276989432405486;"{""coordinates"": [11.276989432405486, 44.51867448085864], ""type"": ""Point""}";Panchine di altro tipo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.51867884900811, 11.277057070939936;"{""coordinates"": [11.277057070939936, 44.51867884900811], ""type"": ""Point""}";Panchine di altro tipo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.518679686781724, 11.277136299914805;"{""coordinates"": [11.277136299914805, 44.518679686781724], ""type"": ""Point""}";Cestino in metallo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.51871619158888, 11.276859405631699;"{""coordinates"": [11.276859405631699, 44.51871619158888], ""type"": ""Point""}";Panchine di altro tipo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.51873624998708, 11.276810645176425;"{""coordinates"": [11.276810645176425, 44.51873624998708], ""type"": ""Point""}";Panchine di altro tipo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.518825259715584, 11.276776049729026;"{""coordinates"": [11.276776049729026, 44.518825259715584], ""type"": ""Point""}";Cestino in metallo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.51884394828288, 11.27688310825769;"{""coordinates"": [11.27688310825769, 44.51884394828288], ""type"": ""Point""}";Panchine di altro tipo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.51883356380667, 11.276924678472975;"{""coordinates"": [11.276924678472975, 44.51883356380667], ""type"": ""Point""}";Panchine di altro tipo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.518888266534006, 11.277056550031826;"{""coordinates"": [11.277056550031826, 44.518888266534006], ""type"": ""Point""}";Tabelle (monitorie e indicative);2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.51878011051697, 11.277314500413883;"{""coordinates"": [11.277314500413883, 44.51878011051697], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;DISCRETO
44.51867958429374, 11.277601358654701;"{""coordinates"": [11.277601358654701, 44.51867958429374], ""type"": ""Point""}";Dissuasore;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.518689008378466, 11.277606850968551;"{""coordinates"": [11.277606850968551, 44.518689008378466], ""type"": ""Point""}";Dissuasore;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.51862185760708, 11.277755197424979;"{""coordinates"": [11.277755197424979, 44.51862185760708], ""type"": ""Point""}";Cestino in metallo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;SCADENTE
44.51853935138436, 11.277957469858658;"{""coordinates"": [11.277957469858658, 44.51853935138436], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;DISCRETO
44.51840397015633, 11.278325014716717;"{""coordinates"": [11.278325014716717, 44.51840397015633], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;DISCRETO
44.51838764711066, 11.278373608197327;"{""coordinates"": [11.278373608197327, 44.51838764711066], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;DISCRETO
44.518283697257246, 11.278604343758087;"{""coordinates"": [11.278604343758087, 44.518283697257246], ""type"": ""Point""}";Dissuasore;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.518256595216315, 11.278649992214621;"{""coordinates"": [11.278649992214621, 44.518256595216315], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;DISCRETO
44.51820488860324, 11.278888742896944;"{""coordinates"": [11.278888742896944, 44.51820488860324], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;DISCRETO
44.518148604707214, 11.27899019162107;"{""coordinates"": [11.27899019162107, 44.518148604707214], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-20;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;DISCRETO
44.510405987339766, 11.285675689577591;"{""coordinates"": [11.285675689577591, 44.510405987339766], ""type"": ""Point""}";Tabelle (monitorie e indicative);2005-09-07;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;DISCRETO
44.510428545232415, 11.285650162672994;"{""coordinates"": [11.285650162672994, 44.510428545232415], ""type"": ""Point""}";Tabelle (monitorie e indicative);2005-09-07;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.51102064589552, 11.285153091493681;"{""coordinates"": [11.285153091493681, 44.51102064589552], ""type"": ""Point""}";Seduta in cemento o altro;2005-09-01;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.51099143942386, 11.285009898908006;"{""coordinates"": [11.285009898908006, 44.51099143942386], ""type"": ""Point""}";Seduta in cemento o altro;2005-09-01;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.51107405215328, 11.284991895382356;"{""coordinates"": [11.284991895382356, 44.51107405215328], ""type"": ""Point""}";Seduta in cemento o altro;2005-09-01;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.51112921013971, 11.2849535531483;"{""coordinates"": [11.2849535531483, 44.51112921013971], ""type"": ""Point""}";Seduta in cemento o altro;2005-09-01;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.51124123568585, 11.28549924071588;"{""coordinates"": [11.28549924071588, 44.51124123568585], ""type"": ""Point""}";Cancellata, ringhiera;2005-09-01;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;DISCRETO
44.466479898055695, 11.380957047232334;"{""coordinates"": [11.380957047232334, 44.466479898055695], ""type"": ""Point""}";Cestino in metallo;2005-09-11;Savena;CORELLI;LUNGO SAVENA;BUONO
44.4664782073074, 11.383688988523689;"{""coordinates"": [11.383688988523689, 44.4664782073074], ""type"": ""Point""}";Tabelle (monitorie e indicative);2005-09-11;Savena;CORELLI;LUNGO SAVENA;DISCRETO
44.522529174902125, 11.26488870062159;"{""coordinates"": [11.26488870062159, 44.522529174902125], ""type"": ""Point""}";Tabelle (monitorie e indicative);2009-06-10;Borgo Panigale - Reno;DUCATI-VILLAGGIO INA;BORGO PANIGALE;BUONO
44.53282948216611, 11.23376396986918;"{""coordinates"": [11.23376396986918, 44.53282948216611], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-25;Borgo Panigale - Reno;LAVINO DI MEZZO;BIRRA - BARGELLINO - LAVINO;DISCRETO
44.53283340880186, 11.233424854118892;"{""coordinates"": [11.233424854118892, 44.53283340880186], ""type"": ""Point""}";Cestino in metallo;2005-10-25;Borgo Panigale - Reno;LAVINO DI MEZZO;BIRRA - BARGELLINO - LAVINO;DISCRETO
44.51756857110221, 11.277291533104867;"{""coordinates"": [11.277291533104867, 44.51756857110221], ""type"": ""Point""}";Tabelle (monitorie e indicative);2005-09-21;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;SCADENTE
44.517044909021244, 11.2788077014666;"{""coordinates"": [11.2788077014666, 44.517044909021244], ""type"": ""Point""}";Bacheche informative;2005-09-22;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;SCADENTE
44.46903972382881, 11.379181241614171;"{""coordinates"": [11.379181241614171, 44.46903972382881], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-13;Savena;CORELLI;LUNGO SAVENA;DISCRETO
44.46920138473315, 11.379969339781585;"{""coordinates"": [11.379969339781585, 44.46920138473315], ""type"": ""Point""}";Panchina in legno e metallo;2022-12-05;Savena;CORELLI;LUNGO SAVENA;BUONO
44.468654335308166, 11.379655688331615;"{""coordinates"": [11.379655688331615, 44.468654335308166], ""type"": ""Point""}";Portabici;2005-09-14;Savena;CORELLI;LUNGO SAVENA;BUONO
44.46871470977998, 11.380961819635312;"{""coordinates"": [11.380961819635312, 44.46871470977998], ""type"": ""Point""}";Panchina più tavolo;2005-09-14;Savena;CORELLI;LUNGO SAVENA;BUONO
44.49230356332794, 11.320384138964727;"{""coordinates"": [11.320384138964727, 44.49230356332794], ""type"": ""Point""}";Tabelle (monitorie e indicative);2005-10-12;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;DISCRETO
44.4923145472869, 11.320354747145224;"{""coordinates"": [11.320354747145224, 44.4923145472869], ""type"": ""Point""}";Tabelle (monitorie e indicative);2005-10-12;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;DISCRETO
44.49233291565951, 11.320359506497255;"{""coordinates"": [11.320359506497255, 44.49233291565951], ""type"": ""Point""}";Cestino in metallo;2005-10-12;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.49258894433125, 11.320252828634167;"{""coordinates"": [11.320252828634167, 44.49258894433125], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-12;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.49288697836134, 11.32022008522633;"{""coordinates"": [11.32022008522633, 44.49288697836134], ""type"": ""Point""}";Cestino in metallo;2005-10-13;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.49272368042317, 11.320400904280799;"{""coordinates"": [11.320400904280799, 44.49272368042317], ""type"": ""Point""}";Panchina in legno e metallo;2020-01-13;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.49304923798664, 11.320436429030872;"{""coordinates"": [11.320436429030872, 44.49304923798664], ""type"": ""Point""}";Cestino in metallo;2005-10-13;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.493076167060664, 11.320517892548153;"{""coordinates"": [11.320517892548153, 44.493076167060664], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-13;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.49312251830924, 11.320248944310654;"{""coordinates"": [11.320248944310654, 44.49312251830924], ""type"": ""Point""}";Panchina in legno e metallo;2020-01-13;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.493147604845795, 11.320747517146563;"{""coordinates"": [11.320747517146563, 44.493147604845795], ""type"": ""Point""}";Cestino in metallo;2005-10-13;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;DISCRETO
44.49319467285831, 11.3210250640628;"{""coordinates"": [11.3210250640628, 44.49319467285831], ""type"": ""Point""}";Cestino in metallo;2005-10-13;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.49312468863006, 11.321267831275712;"{""coordinates"": [11.321267831275712, 44.49312468863006], ""type"": ""Point""}";Cestino in metallo;2005-10-12;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.493004231786074, 11.321500191469548;"{""coordinates"": [11.321500191469548, 44.493004231786074], ""type"": ""Point""}";Cestino in metallo;2005-10-12;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;DISCRETO
44.46842863961333, 11.380597178848424;"{""coordinates"": [11.380597178848424, 44.46842863961333], ""type"": ""Point""}";Tabelle (monitorie e indicative);2005-09-14;Savena;CORELLI;LUNGO SAVENA;BUONO
44.466611685625736, 11.384664149092432;"{""coordinates"": [11.384664149092432, 44.466611685625736], ""type"": ""Point""}";Dissuasore;2005-09-11;Savena;CORELLI;LUNGO SAVENA;BUONO
44.47465875251142, 11.377426448082304;"{""coordinates"": [11.377426448082304, 44.47465875251142], ""type"": ""Point""}";Cestino in metallo;2005-09-28;Savena;CAVEDONE;PONTEVECCHIO - MAZZINI;BUONO
44.47479780048239, 11.377343194724121;"{""coordinates"": [11.377343194724121, 44.47479780048239], ""type"": ""Point""}";Fontana in cemento;2005-09-28;Savena;CAVEDONE;PONTEVECCHIO - MAZZINI;BUONO
44.474785247097714, 11.377274809110094;"{""coordinates"": [11.377274809110094, 44.474785247097714], ""type"": ""Point""}";Panchine di altro tipo;2005-09-28;Savena;CAVEDONE;PONTEVECCHIO - MAZZINI;DISCRETO
44.47476423567046, 11.377272779550232;"{""coordinates"": [11.377272779550232, 44.47476423567046], ""type"": ""Point""}";Panchine di altro tipo;2005-09-28;Savena;CAVEDONE;PONTEVECCHIO - MAZZINI;DISCRETO
44.47475195865458, 11.377316387308445;"{""coordinates"": [11.377316387308445, 44.47475195865458], ""type"": ""Point""}";Cestino in metallo;2005-09-28;Savena;CAVEDONE;PONTEVECCHIO - MAZZINI;BUONO
44.47604100682101, 11.38216375626919;"{""coordinates"": [11.38216375626919, 44.47604100682101], ""type"": ""Point""}";Cestino in metallo;2005-09-29;Savena;BITONE;PONTEVECCHIO - MAZZINI;BUONO
44.47698911467974, 11.383868467272649;"{""coordinates"": [11.383868467272649, 44.47698911467974], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-29;Savena;BITONE;PONTEVECCHIO - MAZZINI;DISCRETO
44.47701290950276, 11.383922912737786;"{""coordinates"": [11.383922912737786, 44.47701290950276], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-29;Savena;BITONE;PONTEVECCHIO - MAZZINI;DISCRETO
44.47171176312957, 11.382081633415137;"{""coordinates"": [11.382081633415137, 44.47171176312957], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-20;Savena;CAVEDONE;PONTEVECCHIO - MAZZINI;DISCRETO
44.46580522010497, 11.372389161422632;"{""coordinates"": [11.372389161422632, 44.46580522010497], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-22;Savena;VIA TOSCANA;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;BUONO
44.46578301097362, 11.372471149765039;"{""coordinates"": [11.372471149765039, 44.46578301097362], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-22;Savena;VIA TOSCANA;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;BUONO
44.46574478459375, 11.3724929601905;"{""coordinates"": [11.3724929601905, 44.46574478459375], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-22;Savena;VIA TOSCANA;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;BUONO
44.46571277904488, 11.37247508566122;"{""coordinates"": [11.37247508566122, 44.46571277904488], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-22;Savena;VIA TOSCANA;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;BUONO
44.46560448714537, 11.372809477980047;"{""coordinates"": [11.372809477980047, 44.46560448714537], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-22;Savena;VIA TOSCANA;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;BUONO
44.46561345849514, 11.37284608161528;"{""coordinates"": [11.37284608161528, 44.46561345849514], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-22;Savena;VIA TOSCANA;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;BUONO
44.465653515638735, 11.37273973977504;"{""coordinates"": [11.37273973977504, 44.465653515638735], ""type"": ""Point""}";Panchina in legno e metallo;2005-09-22;Savena;VIA TOSCANA;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;BUONO
44.49005800644327, 11.326264821174533;"{""coordinates"": [11.326264821174533, 44.49005800644327], ""type"": ""Point""}";Panchina in legno e metallo;2021-09-20;Porto - Saragozza;SAN GIUSEPPE;SARAGOZZA - SAN LUCA;DISCRETO
44.49019894341404, 11.326491023934441;"{""coordinates"": [11.326491023934441, 44.49019894341404], ""type"": ""Point""}";Tabelle (monitorie e indicative);2005-10-17;Porto - Saragozza;SAN GIUSEPPE;SARAGOZZA - SAN LUCA;BUONO
44.49007417203608, 11.326321673626657;"{""coordinates"": [11.326321673626657, 44.49007417203608], ""type"": ""Point""}";Cestino in metallo;2005-10-17;Porto - Saragozza;SAN GIUSEPPE;SARAGOZZA - SAN LUCA;BUONO
44.49004590680775, 11.32631488108186;"{""coordinates"": [11.32631488108186, 44.49004590680775], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-17;Porto - Saragozza;SAN GIUSEPPE;SARAGOZZA - SAN LUCA;DISCRETO
44.489858518486145, 11.326147043060319;"{""coordinates"": [11.326147043060319, 44.489858518486145], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-17;Porto - Saragozza;SAN GIUSEPPE;SARAGOZZA - SAN LUCA;BUONO
44.489758686895534, 11.326015006500983;"{""coordinates"": [11.326015006500983, 44.489758686895534], ""type"": ""Point""}";Panchina in legno e metallo;2021-09-20;Porto - Saragozza;SAN GIUSEPPE;SARAGOZZA - SAN LUCA;BUONO
44.4898213203916, 11.325745086093848;"{""coordinates"": [11.325745086093848, 44.4898213203916], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-17;Porto - Saragozza;SAN GIUSEPPE;SARAGOZZA - SAN LUCA;BUONO
44.49000211812394, 11.325896630821896;"{""coordinates"": [11.325896630821896, 44.49000211812394], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-17;Porto - Saragozza;SAN GIUSEPPE;SARAGOZZA - SAN LUCA;DISCRETO
44.490093016940776, 11.325956685622474;"{""coordinates"": [11.325956685622474, 44.490093016940776], ""type"": ""Point""}";Cestino in metallo;2005-10-17;Porto - Saragozza;SAN GIUSEPPE;SARAGOZZA - SAN LUCA;BUONO
44.49206533468313, 11.313614426850746;"{""coordinates"": [11.313614426850746, 44.49206533468313], ""type"": ""Point""}";Cestino in metallo;2005-10-17;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.492128910519405, 11.313810611148325;"{""coordinates"": [11.313810611148325, 44.492128910519405], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-17;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.492152105389614, 11.31382547940592;"{""coordinates"": [11.31382547940592, 44.492152105389614], ""type"": ""Point""}";Cestino in metallo;2005-10-17;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.49202407133168, 11.313125535410558;"{""coordinates"": [11.313125535410558, 44.49202407133168], ""type"": ""Point""}";Cestino in metallo;2005-10-17;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.49220418942139, 11.312888220029647;"{""coordinates"": [11.312888220029647, 44.49220418942139], ""type"": ""Point""}";Cestino in metallo;2021-05-16;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.49211186394873, 11.313007236130007;"{""coordinates"": [11.313007236130007, 44.49211186394873], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-17;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.491576361691784, 11.315129643829303;"{""coordinates"": [11.315129643829303, 44.491576361691784], ""type"": ""Point""}";Panchina più tavolo;2005-10-17;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.49166544475131, 11.315174269130454;"{""coordinates"": [11.315174269130454, 44.49166544475131], ""type"": ""Point""}";Panchina più tavolo;2005-10-17;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.49735827261479, 11.31217480282202;"{""coordinates"": [11.31217480282202, 44.49735827261479], ""type"": ""Point""}";Panchina in legno e metallo;2009-05-12;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;BUONO
44.48991096742443, 11.310882004902398;"{""coordinates"": [11.310882004902398, 44.48991096742443], ""type"": ""Point""}";Cestino in metallo;2005-10-17;Porto - Saragozza;STADIO-MELONCELLO;SARAGOZZA - SAN LUCA;BUONO
44.48977471523188, 11.310833937850633;"{""coordinates"": [11.310833937850633, 44.48977471523188], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-17;Porto - Saragozza;STADIO-MELONCELLO;SARAGOZZA - SAN LUCA;BUONO
44.48964978221793, 11.310756371348427;"{""coordinates"": [11.310756371348427, 44.48964978221793], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-17;Porto - Saragozza;STADIO-MELONCELLO;SARAGOZZA - SAN LUCA;BUONO
44.48958824659323, 11.310789468968734;"{""coordinates"": [11.310789468968734, 44.48958824659323], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-17;Porto - Saragozza;STADIO-MELONCELLO;SARAGOZZA - SAN LUCA;BUONO
44.48964740192014, 11.310895764102389;"{""coordinates"": [11.310895764102389, 44.48964740192014], ""type"": ""Point""}";Dissuasore;2005-10-17;Porto - Saragozza;STADIO-MELONCELLO;SARAGOZZA - SAN LUCA;BUONO
44.48966881140454, 11.31090527425823;"{""coordinates"": [11.31090527425823, 44.48966881140454], ""type"": ""Point""}";Dissuasore;2005-10-17;Porto - Saragozza;STADIO-MELONCELLO;SARAGOZZA - SAN LUCA;BUONO
44.492850628974494, 11.321464096833905;"{""coordinates"": [11.321464096833905, 44.492850628974494], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-12;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;DISCRETO
44.48961518641883, 11.300117805940268;"{""coordinates"": [11.300117805940268, 44.48961518641883], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-20;Porto - Saragozza;STADIO-MELONCELLO;SARAGOZZA - SAN LUCA;BUONO
44.489574233112904, 11.300037541588395;"{""coordinates"": [11.300037541588395, 44.489574233112904], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-20;Porto - Saragozza;STADIO-MELONCELLO;SARAGOZZA - SAN LUCA;BUONO
44.48947605630046, 11.300002987495605;"{""coordinates"": [11.300002987495605, 44.48947605630046], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-20;Porto - Saragozza;STADIO-MELONCELLO;SARAGOZZA - SAN LUCA;BUONO
44.48955568659358, 11.300412817815506;"{""coordinates"": [11.300412817815506, 44.48955568659358], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-20;Porto - Saragozza;STADIO-MELONCELLO;SARAGOZZA - SAN LUCA;BUONO
44.49388947988165, 11.308094580816421;"{""coordinates"": [11.308094580816421, 44.49388947988165], ""type"": ""Point""}";Cestino in metallo;2005-10-24;Porto - Saragozza;STADIO-MELONCELLO;SARAGOZZA - SAN LUCA;DISCRETO
44.4938340293242, 11.30835772538962;"{""coordinates"": [11.30835772538962, 44.4938340293242], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-24;Porto - Saragozza;STADIO-MELONCELLO;SARAGOZZA - SAN LUCA;DISCRETO
44.48964955221973, 11.325592449220697;"{""coordinates"": [11.325592449220697, 44.48964955221973], ""type"": ""Point""}";Tabelle (monitorie e indicative);2005-10-17;Porto - Saragozza;SAN GIUSEPPE;SARAGOZZA - SAN LUCA;BUONO
44.492071059259885, 11.307772059342106;"{""coordinates"": [11.307772059342106, 44.492071059259885], ""type"": ""Point""}";Tabelle (monitorie e indicative);2005-10-27;Porto - Saragozza;STADIO-MELONCELLO;SARAGOZZA - SAN LUCA;
44.48426681440332, 11.315649653942595;"{""coordinates"": [11.315649653942595, 44.48426681440332], ""type"": ""Point""}";Panchina in legno e metallo;2006-01-09;Porto - Saragozza;RAVONE;SARAGOZZA - SAN LUCA;DISCRETO
44.484597225004784, 11.31529243213935;"{""coordinates"": [11.31529243213935, 44.484597225004784], ""type"": ""Point""}";Panchina in legno e metallo;2006-01-09;Porto - Saragozza;RAVONE;SARAGOZZA - SAN LUCA;DISCRETO
44.47267429737747, 11.391321697515806;"{""coordinates"": [11.391321697515806, 44.47267429737747], ""type"": ""Point""}";Tabelle (monitorie e indicative);2006-06-05;Savena;VIA ARNO;PONTEVECCHIO - MAZZINI;SCADENTE
44.474052070841516, 11.390779916533143;"{""coordinates"": [11.390779916533143, 44.474052070841516], ""type"": ""Point""}";Panchina in legno e metallo;2005-10-17;Savena;VIA ARNO;PONTEVECCHIO - MAZZINI;BUONO
44.48986592901996, 11.300857351614741;"{""coordinates"": [11.300857351614741, 44.48986592901996], ""type"": ""Point""}";Cestino in metallo;2005-10-20;Porto - Saragozza;STADIO-MELONCELLO;SARAGOZZA - SAN LUCA;BUONO
44.522785310211574, 11.265858981416171;"{""coordinates"": [11.265858981416171, 44.522785310211574], ""type"": ""Point""}";Portabici;2005-10-20;Borgo Panigale - Reno;DUCATI-VILLAGGIO INA;BORGO PANIGALE;SCADENTE
44.50267889868898, 11.256091422040258;"{""coordinates"": [11.256091422040258, 44.50267889868898], ""type"": ""Point""}";Cestino in metallo;2005-11-09;Borgo Panigale - Reno;RIGOSA;BORGO PANIGALE;SCADENTE
44.502828735149194, 11.25626930986204;"{""coordinates"": [11.25626930986204, 44.502828735149194], ""type"": ""Point""}";Tabelle (monitorie e indicative);2005-11-09;Borgo Panigale - Reno;RIGOSA;BORGO PANIGALE;BUONO
44.51963352288939, 11.292598273192;"{""coordinates"": [11.292598273192, 44.51963352288939], ""type"": ""Point""}";Tabelle (monitorie e indicative);2005-11-10;Borgo Panigale - Reno;LA BIRRA;BIRRA - BARGELLINO - LAVINO;BUONO
44.51969171449181, 11.29262187364979;"{""coordinates"": [11.29262187364979, 44.51969171449181], ""type"": ""Point""}";Cestino in legno;2005-11-10;Borgo Panigale - Reno;LA BIRRA;BIRRA - BARGELLINO - LAVINO;SCADENTE
44.51974000692593, 11.29293439038942;"{""coordinates"": [11.29293439038942, 44.51974000692593], ""type"": ""Point""}";Panchina in legno e metallo;2005-11-10;Borgo Panigale - Reno;LA BIRRA;BIRRA - BARGELLINO - LAVINO;BUONO
