Sezione censimento (2011);Anno di riferimento;Nome quartiere;Nome zona;Nome area;Numero unità locali;Numero addetti (dipendenti e indipendenti);Numero addetti istituzioni pubbliche;Numero studenti
685;2018;Porto - Saragozza;Marconi;MARCONI-1;4;102;;
686;2018;Porto - Saragozza;Marconi;MARCONI-1;32;103;;
688;2018;Porto - Saragozza;Marconi;MARCONI-1;5;26;;
699;2018;Porto - Saragozza;Marconi;MARCONI-1;22;274;;
704;2018;Porto - Saragozza;Saffi;ZANARDI;9;16;;
711;2018;Porto - Saragozza;Saffi;ZANARDI;6;6;;
715;2018;Porto - Saragozza;Saffi;ZANARDI;13;15;;
716;2018;Porto - Saragozza;Saffi;ZANARDI;2;2;;
717;2018;Porto - Saragozza;Saffi;ZANARDI;4;4;;
720;2018;Porto - Saragozza;Saffi;ZANARDI;20;90;;
721;2018;Porto - Saragozza;Saffi;ZANARDI;4;6;;
725;2018;Porto - Saragozza;Saffi;ZANARDI;38;420;;
726;2018;Porto - Saragozza;Saffi;ZANARDI;35;41;;
727;2018;Porto - Saragozza;Saffi;ZANARDI;15;67;;
732;2018;Porto - Saragozza;Saffi;ZANARDI;32;352;;
735;2018;Porto - Saragozza;Saffi;VELODROMO;8;13;;
738;2018;Porto - Saragozza;Saffi;VELODROMO;24;48;;
742;2018;Porto - Saragozza;Saffi;VELODROMO;4;5;;
744;2018;Porto - Saragozza;Saffi;VELODROMO;12;256;;
745;2018;Porto - Saragozza;Saffi;VELODROMO;26;38;;
746;2018;Porto - Saragozza;Saffi;VELODROMO;34;78;;
749;2018;Porto - Saragozza;Saffi;VELODROMO;9;9;;
750;2018;Porto - Saragozza;Saffi;VELODROMO;22;33;;
756;2018;Porto - Saragozza;Saffi;VELODROMO;3;4;;
758;2018;Porto - Saragozza;Saffi;VELODROMO;47;86;;
772;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;22;42;;
775;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;15;47;;
777;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;16;18;;
780;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;38;83;;
783;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;86;143;;
784;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;11;68;;
785;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;9;27;;
789;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;20;35;;
790;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;17;19;;
791;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;2;15;;
794;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;4;4;;
795;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;1;1;;
796;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;7;8;;
797;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;4;16;;
798;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;18;17;;
802;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;4;3;;
803;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;20;28;;
805;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;7;15;;
806;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;35;55;;
809;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;26;38;;
811;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;1;1;;
813;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;10;11;;
821;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;16;49;;
824;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;2;3;;
829;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;7;12;;
830;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;1;1;;
832;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;1;1;;
835;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;3;3;;
836;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;3;3;;
839;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;19;41;;
840;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;2;1;;
841;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;2;3;;
843;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;5;12;;
847;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;2;2;;
848;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;4;4;;
853;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;21;46;;
855;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;1;3;;
856;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;9;17;;
859;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;12;13;;
861;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;7;20;;
862;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;24;58;;
867;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;1;1;;
871;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;3;3;;
872;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;13;16;;
873;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;11;15;;
886;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;2;45;;
894;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;29;87;;
897;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;5;28;;
899;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;56;322;;
901;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;21;293;;
907;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;15;27;;
909;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;22;133;;
920;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;24;40;;
929;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;7;7;;
941;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;2;2;;
948;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;15;265;;
951;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;1;1;;
952;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;11;35;;
958;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;7;9;;
971;2018;San Donato - San Vitale;San Donato;SAN DONNINO;10;15;;
976;2018;San Donato - San Vitale;San Donato;FIERA;96;3276;;
979;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;18;31;;
983;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;6;46;;
990;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;19;23;;
991;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;80;229;;
1003;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;55;102;;
1010;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;13;23;;
1016;2018;San Donato - San Vitale;San Donato;MICHELINO;17;23;;
1023;2018;San Donato - San Vitale;San Donato;MICHELINO;3;9;;
1027;2018;San Donato - San Vitale;San Donato;VIA MONDO;5;6;;
1033;2018;San Donato - San Vitale;San Donato;MICHELINO;21;58;;
1035;2018;San Donato - San Vitale;San Donato;MICHELINO;14;22;;
1036;2018;San Donato - San Vitale;San Donato;MICHELINO;13;18;;
1037;2018;San Donato - San Vitale;San Donato;MICHELINO;16;29;;
1040;2018;San Donato - San Vitale;San Donato;VIA MONDO;3;3;;
1042;2018;San Donato - San Vitale;San Donato;VIA MONDO;21;52;;
1053;2018;San Donato - San Vitale;San Donato;MICHELINO;19;29;;
1054;2018;San Donato - San Vitale;San Donato;MICHELINO;4;4;;
1055;2018;San Donato - San Vitale;San Donato;VIA MONDO;31;52;;
1058;2018;San Donato - San Vitale;San Donato;VIA MONDO;2;2;;
1061;2018;San Donato - San Vitale;San Donato;VIA MONDO;18;26;;
1063;2018;San Donato - San Vitale;San Donato;VIA MONDO;5;8;;
1064;2018;San Donato - San Vitale;San Donato;VIA MONDO;15;30;;
1068;2018;San Donato - San Vitale;San Donato;VIA MONDO;13;25;;
1069;2018;San Donato - San Vitale;San Donato;MICHELINO;5;8;;
1071;2018;San Donato - San Vitale;San Donato;VIA MONDO;20;32;;
1072;2018;San Donato - San Vitale;San Donato;VIA MONDO;2;6;;
1074;2018;San Donato - San Vitale;San Donato;VIA MONDO;21;45;;
1077;2018;San Donato - San Vitale;San Donato;SAN DONNINO;8;8;;
1079;2018;San Donato - San Vitale;San Donato;SAN DONNINO;11;11;;
1082;2018;San Donato - San Vitale;San Donato;SAN DONNINO;7;7;;
1090;2018;San Donato - San Vitale;San Donato;PILASTRO;9;10;;
1092;2018;San Donato - San Vitale;San Donato;PILASTRO;33;65;;
1097;2018;San Donato - San Vitale;San Donato;PILASTRO;7;12;;
1102;2018;San Donato - San Vitale;San Donato;PILASTRO;2;2;;
1107;2018;San Donato - San Vitale;San Donato;PILASTRO;9;13;;
1109;2018;San Donato - San Vitale;San Donato;PILASTRO;6;6;;
1111;2018;San Donato - San Vitale;San Donato;SCALO MERCI SAN DONATO;5;3;;
1119;2018;San Donato - San Vitale;San Donato;CAAB;3;4;;
1121;2018;San Donato - San Vitale;San Donato;CAAB;9;109;;
1124;2018;San Donato - San Vitale;San Donato;CAAB;21;483;;
1125;2018;San Donato - San Vitale;San Donato;CAAB;33;423;;
1127;2018;San Donato - San Vitale;San Donato;CAAB;1;1;;
1128;2018;San Donato - San Vitale;San Donato;CAAB;5;93;;
1129;2018;San Donato - San Vitale;San Donato;SCALO MERCI SAN DONATO;1;21;;
1130;2018;San Donato - San Vitale;San Donato;CAAB;1;5;;
1134;2018;Santo Stefano;Colli;PADERNO;4;4;;
1136;2018;Santo Stefano;Colli;OSSERVANZA;61;103;;
1138;2018;Santo Stefano;Colli;OSSERVANZA;27;31;;
1139;2018;Santo Stefano;Colli;OSSERVANZA;91;195;;
1141;2018;Santo Stefano;Colli;PADERNO;2;7;;
1142;2018;Santo Stefano;Colli;OSSERVANZA;14;87;;
1145;2018;Santo Stefano;Colli;OSSERVANZA;33;42;;
1148;2018;Santo Stefano;Colli;OSSERVANZA;52;70;;
1150;2018;Santo Stefano;Colli;OSSERVANZA;1;1;;
1154;2018;Santo Stefano;Colli;OSSERVANZA;15;16;;
1156;2018;Santo Stefano;Colli;OSSERVANZA;29;82;;
1157;2018;Santo Stefano;Colli;PADERNO;4;38;;
1159;2018;Santo Stefano;Colli;PADERNO;1;2;;
1162;2018;Santo Stefano;Colli;SAN MICHELE IN BOSCO;68;95;;
1171;2018;Santo Stefano;Colli;SAN MICHELE IN BOSCO;3;3;;
1172;2018;Santo Stefano;Colli;SAN MICHELE IN BOSCO;11;10;;
1175;2018;Santo Stefano;Colli;PADERNO;4;3;;
1176;2018;Santo Stefano;Colli;PADERNO;3;4;;
1179;2018;Santo Stefano;Colli;PADERNO;3;3;;
1181;2018;Santo Stefano;Colli;PADERNO;10;10;;
1182;2018;Santo Stefano;Colli;PADERNO;2;1;;
1186;2018;Santo Stefano;Colli;PADERNO;1;13;;
1190;2018;Santo Stefano;Colli;PADERNO;7;11;;
1192;2018;Santo Stefano;Colli;PADERNO;5;9;;
1197;2018;Santo Stefano;Colli;PADERNO;1;1;;
1198;2018;Santo Stefano;Colli;PADERNO;1;1;;
1203;2018;Santo Stefano;Colli;PADERNO;7;15;;
1208;2018;Santo Stefano;Galvani;GALVANI-1;6;58;;
1212;2018;Santo Stefano;Galvani;GALVANI-1;39;237;;
1214;2018;Santo Stefano;Galvani;GALVANI-1;65;236;;
1215;2018;Santo Stefano;Galvani;GALVANI-1;25;175;;
1218;2018;Santo Stefano;Galvani;GALVANI-1;71;290;;
1225;2018;Santo Stefano;Galvani;GALVANI-1;16;21;;
1226;2018;Santo Stefano;Galvani;GALVANI-1;19;45;;
1227;2018;Santo Stefano;Galvani;GALVANI-1;110;320;;
1229;2018;Santo Stefano;Galvani;GALVANI-1;81;120;;
1230;2018;Santo Stefano;Galvani;GALVANI-1;56;82;;
1234;2018;Santo Stefano;Galvani;GALVANI-2;60;104;;
1235;2018;Santo Stefano;Galvani;GALVANI-2;66;132;;
1236;2018;Santo Stefano;Galvani;GALVANI-2;28;40;;
1237;2018;Santo Stefano;Galvani;GALVANI-2;40;66;;
1239;2018;Santo Stefano;Galvani;GALVANI-2;48;60;;
1253;2018;Santo Stefano;Galvani;GALVANI-2;2;65;;
1258;2018;Santo Stefano;Galvani;GALVANI-2;19;28;;
1264;2018;Santo Stefano;Galvani;GALVANI-2;65;103;;
1269;2018;Santo Stefano;Galvani;GALVANI-2;72;143;;
1274;2018;Santo Stefano;Galvani;GALVANI-2;101;146;;
1276;2018;Santo Stefano;Galvani;GALVANI-2;36;42;;
1280;2018;Santo Stefano;Galvani;GALVANI-2;36;44;;
1283;2018;Santo Stefano;Galvani;GALVANI-2;27;56;;
1285;2018;Santo Stefano;Galvani;GALVANI-2;51;101;;
1286;2018;Santo Stefano;Galvani;GALVANI-2;36;151;;
1288;2018;Santo Stefano;Galvani;GALVANI-2;15;21;;
1293;2018;Santo Stefano;Galvani;GALVANI-2;6;8;;
1298;2018;Santo Stefano;Galvani;GALVANI-2;15;19;;
1299;2018;Santo Stefano;Galvani;GALVANI-2;2;1;;
1300;2018;Santo Stefano;Murri;MEZZOFANTI;82;211;;
1304;2018;Santo Stefano;Murri;MEZZOFANTI;32;47;;
1305;2018;Santo Stefano;Murri;MEZZOFANTI;91;166;;
1306;2018;Santo Stefano;Murri;MEZZOFANTI;1;4;;
1313;2018;Santo Stefano;Murri;DAGNINI;28;53;;
1315;2018;Santo Stefano;Murri;DAGNINI;28;54;;
1316;2018;Santo Stefano;Murri;DAGNINI;20;30;;
1317;2018;Santo Stefano;Murri;MEZZOFANTI;60;78;;
1320;2018;Santo Stefano;Murri;MEZZOFANTI;11;11;;
1321;2018;Santo Stefano;Murri;MEZZOFANTI;6;5;;
1322;2018;Santo Stefano;Murri;MEZZOFANTI;8;7;;
1327;2018;Santo Stefano;Murri;DAGNINI;4;4;;
1335;2018;Santo Stefano;Murri;DAGNINI;7;9;;
1336;2018;Santo Stefano;Murri;MEZZOFANTI;50;84;;
1339;2018;Santo Stefano;Murri;MEZZOFANTI;98;155;;
1343;2018;Santo Stefano;Murri;MEZZOFANTI;13;14;;
1344;2018;Santo Stefano;Murri;MEZZOFANTI;36;51;;
1346;2018;Santo Stefano;Murri;DAGNINI;11;14;;
1351;2018;Santo Stefano;Murri;DAGNINI;7;8;;
1354;2018;Santo Stefano;Murri;DAGNINI;9;12;;
1357;2018;Santo Stefano;Murri;MEZZOFANTI;14;23;;
1360;2018;Santo Stefano;Murri;MEZZOFANTI;12;13;;
1365;2018;Santo Stefano;Murri;DAGNINI;12;12;;
1368;2018;Santo Stefano;Murri;DAGNINI;10;12;;
1369;2018;Santo Stefano;Murri;DAGNINI;8;12;;
1371;2018;Santo Stefano;Murri;DAGNINI;30;47;;
1373;2018;Santo Stefano;Murri;DAGNINI;26;36;;
1374;2018;Santo Stefano;Murri;DAGNINI;14;15;;
1379;2018;Santo Stefano;Murri;SIEPELUNGA;18;21;;
1380;2018;Santo Stefano;Murri;GIARDINI MARGHERITA;2;8;;
1388;2018;Santo Stefano;Murri;SIEPELUNGA;15;16;;
1391;2018;Santo Stefano;Murri;SIEPELUNGA;68;126;;
1392;2018;Santo Stefano;Murri;SIEPELUNGA;18;18;;
1394;2018;Santo Stefano;Murri;SIEPELUNGA;13;20;;
1399;2018;Santo Stefano;Murri;SIEPELUNGA;1;1;;
1402;2018;Santo Stefano;Murri;SIEPELUNGA;19;38;;
1408;2018;Santo Stefano;Murri;CHIESANUOVA;25;32;;
1411;2018;Santo Stefano;Murri;CHIESANUOVA;3;3;;
1414;2018;Santo Stefano;Murri;CHIESANUOVA;22;26;;
1415;2018;Santo Stefano;Murri;CHIESANUOVA;3;4;;
1416;2018;Santo Stefano;Murri;CHIESANUOVA;9;10;;
1417;2018;Santo Stefano;Murri;CHIESANUOVA;2;32;;
1418;2018;Santo Stefano;Murri;CHIESANUOVA;27;43;;
1421;2018;Santo Stefano;Murri;CHIESANUOVA;19;25;;
1422;2018;Santo Stefano;Murri;CHIESANUOVA;21;34;;
1425;2018;Santo Stefano;Murri;CHIESANUOVA;23;42;;
1426;2018;Santo Stefano;Murri;CHIESANUOVA;49;69;;
1431;2018;Santo Stefano;Murri;CHIESANUOVA;6;6;;
1432;2018;Santo Stefano;Murri;CHIESANUOVA;7;7;;
1433;2018;Santo Stefano;Murri;CHIESANUOVA;7;7;;
1434;2018;Santo Stefano;Murri;CHIESANUOVA;2;2;;
1435;2018;Santo Stefano;Murri;CHIESANUOVA;4;6;;
1439;2018;Santo Stefano;Murri;CHIESANUOVA;11;15;;
1445;2018;Santo Stefano;Murri;CHIESANUOVA;21;37;;
1447;2018;Santo Stefano;Irnerio;IRNERIO-2;26;662;;
1450;2018;Santo Stefano;Irnerio;IRNERIO-2;9;816;;
1456;2018;Santo Stefano;Irnerio;IRNERIO-2;1;1;;
1457;2018;Santo Stefano;Irnerio;IRNERIO-2;1;2;;
1460;2018;Santo Stefano;Irnerio;IRNERIO-2;29;413;;
1461;2018;Santo Stefano;Irnerio;IRNERIO-2;12;14;;
1464;2018;Santo Stefano;Irnerio;IRNERIO-2;21;39;;
1466;2018;Santo Stefano;Irnerio;IRNERIO-2;43;179;;
1473;2018;Santo Stefano;Irnerio;IRNERIO-2;23;215;;
1474;2018;Santo Stefano;Irnerio;IRNERIO-2;22;32;;
1485;2018;Santo Stefano;Irnerio;IRNERIO-2;14;17;;
1496;2018;Santo Stefano;Irnerio;IRNERIO-1;29;98;;
1500;2018;Santo Stefano;Irnerio;IRNERIO-2;1;1;;
1503;2018;Santo Stefano;Irnerio;IRNERIO-2;21;78;;
1507;2018;Santo Stefano;Irnerio;IRNERIO-1;14;43;;
1510;2018;Santo Stefano;Irnerio;IRNERIO-1;12;44;;
1512;2018;Santo Stefano;Irnerio;IRNERIO-1;17;20;;
1515;2018;Santo Stefano;Irnerio;IRNERIO-1;11;44;;
1518;2018;Santo Stefano;Irnerio;IRNERIO-1;53;253;;
1522;2018;Santo Stefano;Irnerio;IRNERIO-1;107;305;;
1530;2018;Santo Stefano;Irnerio;IRNERIO-2;8;8;;
1534;2018;Santo Stefano;Irnerio;IRNERIO-2;29;44;;
1545;2018;Santo Stefano;Irnerio;IRNERIO-1;35;54;;
1549;2018;Santo Stefano;Irnerio;IRNERIO-2;36;63;;
1550;2018;Santo Stefano;Irnerio;IRNERIO-2;49;145;;
1552;2018;Santo Stefano;Irnerio;IRNERIO-2;28;55;;
1555;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;25;32;;
1556;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;45;96;;
1565;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;11;35;;
1573;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;1;1;;
1574;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;26;167;;
1576;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;22;34;;
1581;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;4;7;;
1583;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;32;41;;
1584;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;25;28;;
1585;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;8;13;;
1586;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;9;10;;
1587;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;16;27;;
1588;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;10;19;;
1601;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;15;35;;
1607;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;22;22;;
1609;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;2;13;;
1614;2018;San Donato - San Vitale;S. Vitale;MENGOLI;14;47;;
1617;2018;San Donato - San Vitale;S. Vitale;MENGOLI;7;9;;
1620;2018;San Donato - San Vitale;S. Vitale;MENGOLI;8;14;;
1621;2018;San Donato - San Vitale;S. Vitale;MENGOLI;13;30;;
1626;2018;San Donato - San Vitale;S. Vitale;MENGOLI;11;48;;
1627;2018;San Donato - San Vitale;S. Vitale;MENGOLI;26;52;;
1630;2018;San Donato - San Vitale;S. Vitale;MENGOLI;11;23;;
1638;2018;San Donato - San Vitale;S. Vitale;MENGOLI;17;21;;
1645;2018;San Donato - San Vitale;S. Vitale;MENGOLI;5;8;;
1648;2018;San Donato - San Vitale;S. Vitale;MENGOLI;16;31;;
1651;2018;San Donato - San Vitale;S. Vitale;MENGOLI;22;34;;
1652;2018;San Donato - San Vitale;S. Vitale;MENGOLI;11;20;;
1665;2018;San Donato - San Vitale;S. Vitale;SCANDELLARA;1;4;;
1668;2018;San Donato - San Vitale;S. Vitale;VIA LARGA;3;88;;
1670;2018;San Donato - San Vitale;S. Vitale;ROVERI;2;113;;
1688;2018;San Donato - San Vitale;S. Vitale;VIA LARGA;11;18;;
1689;2018;San Donato - San Vitale;S. Vitale;VIA LARGA;38;261;;
1691;2018;San Donato - San Vitale;S. Vitale;ROVERI;23;394;;
1693;2018;San Donato - San Vitale;S. Vitale;ROVERI;16;190;;
1695;2018;San Donato - San Vitale;S. Vitale;ROVERI;8;139;;
1703;2018;San Donato - San Vitale;S. Vitale;ROVERI;21;95;;
1711;2018;San Donato - San Vitale;S. Vitale;ROVERI;24;150;;
1715;2018;San Donato - San Vitale;S. Vitale;ROVERI;13;2665;;
1717;2018;San Donato - San Vitale;S. Vitale;ROVERI;15;126;;
1719;2018;San Donato - San Vitale;S. Vitale;ROVERI;40;463;;
1720;2018;San Donato - San Vitale;S. Vitale;GUELFA;9;15;;
1723;2018;San Donato - San Vitale;S. Vitale;GUELFA;7;7;;
1724;2018;San Donato - San Vitale;S. Vitale;GUELFA;14;27;;
1725;2018;San Donato - San Vitale;S. Vitale;GUELFA;17;148;;
1730;2018;San Donato - San Vitale;S. Vitale;GUELFA;19;29;;
1733;2018;San Donato - San Vitale;S. Vitale;ROVERI;56;916;;
1735;2018;San Donato - San Vitale;S. Vitale;ROVERI;3;5;;
1739;2018;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;9;18;;
1740;2018;San Donato - San Vitale;S. Vitale;ROVERI;30;213;;
1744;2018;San Donato - San Vitale;S. Vitale;GUELFA;28;38;;
1746;2018;San Donato - San Vitale;S. Vitale;GUELFA;120;578;;
1747;2018;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;32;50;;
1750;2018;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;24;41;;
1752;2018;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;5;12;;
1756;2018;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;10;14;;
1758;2018;San Donato - San Vitale;S. Vitale;STRADELLI GUELFI;12;21;;
1771;2018;San Donato - San Vitale;S. Vitale;GUELFA;8;12;;
1774;2018;San Donato - San Vitale;S. Vitale;GUELFA;11;28;;
1777;2018;San Donato - San Vitale;S. Vitale;GUELFA;24;40;;
1782;2018;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;4;19;;
1787;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;20;28;;
1795;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;34;39;;
1799;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;16;21;;
1801;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;4;12;;
1803;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;8;7;;
1804;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;36;63;;
1807;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;1;1;;
1808;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;1;1;;
1809;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;10;17;;
1812;2018;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;30;71;;
1814;2018;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;9;10;;
1815;2018;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;42;79;;
1817;2018;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;5;7;;
1818;2018;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;22;49;;
1819;2018;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;3;11;;
1820;2018;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;18;22;;
1825;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;7;15;;
1829;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;3;3;;
1831;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;11;12;;
1835;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;18;38;;
1837;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;29;37;;
1838;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;13;19;;
1839;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;3;3;;
1840;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;2;1;;
1842;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;11;15;;
1844;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;6;6;;
1845;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;32;39;;
1851;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;17;30;;
1853;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;27;30;;
1858;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;7;7;;
1860;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;30;34;;
1864;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;4;4;;
1865;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;3;4;;
1866;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;5;5;;
1869;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;10;24;;
1874;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;33;49;;
1880;2018;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;66;90;;
1881;2018;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;15;22;;
1883;2018;Porto - Saragozza;Costa Saragozza;SAN LUCA;4;6;;
1884;2018;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;25;42;;
1888;2018;Porto - Saragozza;Costa Saragozza;RAVONE;1;2;;
1889;2018;Porto - Saragozza;Costa Saragozza;RAVONE;4;4;;
1890;2018;Porto - Saragozza;Costa Saragozza;RAVONE;11;10;;
1894;2018;Porto - Saragozza;Costa Saragozza;RAVONE;5;5;;
1897;2018;Porto - Saragozza;Costa Saragozza;RAVONE;3;3;;
1900;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;1;1;;
1901;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;6;8;;
1910;2018;Porto - Saragozza;Costa Saragozza;VIA DEL GENIO;1;1;;
1917;2018;Porto - Saragozza;Costa Saragozza;SAN LUCA;6;6;;
1926;2018;Porto - Saragozza;Costa Saragozza;SAN LUCA;5;5;;
1932;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;50;78;;
1937;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;56;153;;
1947;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;23;61;;
